"CTR","titleWords","adWords","depth","position","advCTR","advCTRInPos","queryCTR","queryCTRInPos","gender","age"
0.0273,6,24,1,1,0.0298,0.0358,0.0028,0.0026,"unknown","unknown"
0,5,14,2,1,0.0284,0.0337,0.0169,0.0326,"female","19-24"
0.0088,8,25,1,1,0.0426,0.0491,0.0074,0,"unknown","unknown"
0,6,19,1,1,0.0146,0.0176,0.0089,0.0105,"unknown","unknown"
0.0097,9,18,2,2,0.0331,0.0274,0.0148,0.0058,"unknown","unknown"
0.0177,9,21,2,1,0.0456,0.0468,0.0657,0.1077,"unknown","unknown"
0,8,18,1,1,0.0265,0.0345,0,0,"unknown","unknown"
0.0297,1,21,1,1,0.0458,0.0476,0.0159,0.03,"unknown","unknown"
0.068,3,19,2,1,0.016,0.018,0.0439,0.0737,"male","13-18"
0.0051,3,25,1,1,0.016,0.018,0.0147,0.0169,"male","19-24"
0.025,8,23,1,1,0.0356,0.0458,0.021,0.0348,"unknown","unknown"
0.1193,14,27,2,1,0.0441,0.0486,0.0412,0.1006,"male","19-24"
0.3852,6,22,1,1,0.172,0.1739,0,0,"male","19-24"
0.0079,12,22,3,1,0.0144,0.0171,0.0631,0.0772,"unknown","unknown"
0.0088,4,21,2,2,0.0384,0.0233,0.0096,0.0046,"unknown","unknown"
0.0033,6,14,1,1,0.0273,0.0356,0,0,"male","19-24"
0.0441,9,22,1,1,0.0426,0.0491,0.0651,0.0556,"female","19-24"
0.0266,11,26,1,1,0.0284,0.0337,0.0408,0.0426,"unknown","unknown"
0.0319,10,20,2,1,0.0156,0.0187,0.022,0.0469,"unknown","unknown"
0.0097,10,18,3,1,0.0545,0.0674,0.025,0.032,"unknown","unknown"
0.0288,10,27,2,1,0.1876,0.1954,0.0199,0.0129,"unknown","unknown"
0,8,25,2,2,0.0154,0.0073,5e-04,0,"unknown","unknown"
0.0973,8,16,2,1,0.0284,0.0337,0.0531,0.0855,"unknown","unknown"
0.1111,4,13,2,1,0.0284,0.0337,0.049,0.0799,"unknown","unknown"
0.0026,3,25,1,1,0.0161,0.018,0,0,"unknown","unknown"
0.0462,9,26,2,1,0.0504,0.0529,0.0354,0.0569,"unknown","unknown"
0,8,19,2,2,0.0146,0.0165,0,0,"unknown","unknown"
0.0149,8,18,2,2,0.0383,0.0211,0.0481,0.0439,"unknown","unknown"
0,8,24,1,1,0.0057,0.0067,0.0114,0.0121,"male","19-24"
0,8,25,2,1,0.0426,0.0491,0.0189,0.0337,"unknown","unknown"
0.0268,7,15,1,1,0.0273,0.0356,0.0207,0.022,"male","19-24"
0,9,31,3,2,0.0423,0.0282,0.0108,0.0099,"unknown","unknown"
0.1008,6,20,2,1,0.0426,0.0491,0.0836,0.1588,"unknown","unknown"
0.0207,10,25,3,3,0.0284,0.0106,0.0271,0,"unknown","unknown"
0.009,15,29,1,1,0.0284,0.0337,0.0061,0,"unknown","unknown"
0.0035,8,26,1,1,0.0158,0.0172,0.0087,0.0119,"unknown","unknown"
0.1238,12,20,1,1,0.0582,0.0622,0.0164,0.007,"unknown","unknown"
0.0202,12,27,1,1,0.0504,0.0655,0.0572,0.0573,"unknown","unknown"
0.0355,7,21,2,1,0.0199,0.0235,0.0304,0.0087,"unknown","unknown"
0.0791,17,30,1,1,0.0335,0.0474,0.0087,0.0314,"female","25-30"
0.0976,9,24,2,1,0.0353,0.0414,0.0512,0.0638,"unknown","unknown"
0,8,15,3,1,0.0059,0.0084,0.0243,0.036,"unknown","unknown"
0.0308,7,17,2,1,0.0284,0.0337,0.0216,0.0274,"unknown","unknown"
0.0971,10,26,2,2,0.0399,0.0289,0.095,0.0446,"unknown","unknown"
0,13,26,3,2,0.0097,0.0087,0.0027,0.0031,"unknown","unknown"
0.1881,6,21,2,1,0.1166,0.1386,0.0386,0.036,"female","19-24"
0.0111,8,25,1,1,0.0426,0.0491,0,0,"female","19-24"
0.0354,3,23,2,1,0.016,0.018,0.0223,0.0459,"unknown","unknown"
0,8,23,3,2,0.0244,0.0229,0.0106,0.0091,"unknown","unknown"
0.0251,12,31,1,1,0.039,0.0422,0.0053,0.0116,"unknown","unknown"
0.0078,10,21,1,1,0.0113,0.0137,9e-04,0.0014,"unknown","unknown"
0.0299,8,20,2,1,0.055,0.0779,0.0846,0.1284,"unknown","unknown"
0.2326,10,27,1,1,0.0779,0.0948,0.0286,0.0615,"unknown","unknown"
0.009,8,25,2,2,0.0511,0.0686,0.0321,0.0193,"unknown","unknown"
0.1083,5,23,1,1,0.0284,0.0337,0.0126,0.0484,"male","19-24"
0.0236,5,14,2,2,0.0284,0.0189,0.0498,0.0132,"unknown","unknown"
0.0153,8,28,1,1,0.0421,0.0462,0.0379,0.0437,"unknown","unknown"
0,6,17,2,1,0.0392,0.043,5e-04,6e-04,"unknown","unknown"
0,9,22,3,1,0.0305,0.0396,0.008,0.0124,"unknown","unknown"
0.0506,4,13,1,1,0.0284,0.0337,0.0163,0.0209,"male","19-24"
0.0353,12,20,1,1,0.0583,0.0623,0.0051,0.018,"unknown","unknown"
0.1548,12,32,1,1,0.0348,0.043,0.0824,0.0909,"male","13-18"
0.0307,8,17,1,1,0.0148,0.0166,0.0106,0.014,"unknown","unknown"
0.0204,7,15,2,2,0.0097,0.0083,0.0308,0.0179,"unknown","unknown"
0.0929,7,24,1,1,0.011,0.0186,0.0492,0.0607,"male","19-24"
0.0235,10,27,1,1,0.0471,0.0514,0.032,0.0417,"male","19-24"
0.0252,5,22,2,2,0.0284,0.019,0.0221,0,"unknown","unknown"
0.0268,4,13,2,1,0.0284,0.0337,0.0286,0.0385,"unknown","unknown"
0.0381,14,28,1,1,0.0435,0.0645,0.0198,0.0282,"unknown","unknown"
0.0464,8,27,2,2,0.107,0.0154,0.2337,0.0057,"unknown","unknown"
0.0696,6,16,3,2,0.0768,0.0741,0.0453,0.0464,"unknown","unknown"
0,13,26,2,1,0.0248,0.0281,0.0029,0.0036,"unknown","unknown"
0.0349,4,20,1,1,0.016,0.018,0,0,"unknown","unknown"
0.03,9,16,1,1,0.0256,0.0328,0,0,"male","25-30"
0.0136,13,20,1,1,0.0264,0.0309,0.0222,0.0375,"unknown","unknown"
0.026,7,22,1,1,0.0426,0.0491,0.0094,0.0189,"male","19-24"
0,9,16,3,1,0.027,0.034,0.0134,0.0174,"male","19-24"
0.006,9,25,3,1,0.0344,0.0456,0.0282,0.0374,"unknown","unknown"
0.0463,10,21,1,1,0.019,0.0216,0.0107,0.0536,"unknown","unknown"
0,11,20,1,1,0.0264,0.0308,0,0,"unknown","unknown"
0.0583,8,25,1,1,0.0718,0.085,0.0136,0.0077,"unknown","unknown"
0,10,24,2,2,0.0494,0.0411,0.0023,0,"unknown","unknown"
0.5728,6,25,1,1,0.5176,0.5202,0,0,"unknown","unknown"
0.0096,10,17,2,1,0.0249,0.0283,0.0021,0.0015,"unknown","unknown"
0.0368,6,22,2,2,0.0661,0.0532,0.0239,0.026,"unknown","unknown"
0.0714,13,22,2,1,0.0264,0.0307,0.0549,0.0215,"unknown","unknown"
0.0235,12,19,1,1,0.0486,0.0622,0.0085,0,"unknown","unknown"
0.0378,9,22,1,1,0.0284,0.0337,0.0124,0.0154,"unknown","unknown"
0,10,22,1,1,0.0191,0.0218,0.0115,0.0098,"unknown","unknown"
0,8,26,2,2,0.014,0.0101,0.0154,0.0105,"unknown","unknown"
0.0261,11,26,1,1,0.0548,0.0584,0.0282,0.0301,"unknown","unknown"
0.1516,16,27,1,1,0.0597,0.071,0.0188,0,"unknown","unknown"
0.0177,7,20,2,1,0.0265,0.0352,0.03,0.0476,"unknown","unknown"
0.022,4,7,2,1,0.016,0.018,0.0684,0.0637,"unknown","unknown"
0.0085,8,25,2,1,0.0426,0.0491,0.0139,0.0127,"female","13-18"
0,8,24,2,2,0.0703,0.0481,0.035,0.0273,"unknown","unknown"
0.0341,8,24,1,1,0.0284,0.0337,0.0081,0,"female","13-18"
0.0721,7,18,2,1,0.0437,0.0501,0.0612,0.0762,"unknown","unknown"
0,6,14,1,1,0.0273,0.0356,0,0,"unknown","unknown"
0,8,21,1,1,0.0284,0.0337,0.0147,0.016,"unknown","unknown"
0.0451,8,21,2,1,0.0416,0.0502,0.0225,0.0231,"unknown","unknown"
0.006,4,17,1,1,0.0233,0.0287,0.0033,0.0045,"unknown","unknown"
0.0329,8,27,1,1,0.1077,0.1421,0,0,"male","13-18"
0.0261,14,28,2,1,0.0435,0.0645,0.0165,0.036,"unknown","unknown"
0.0399,14,28,1,1,0.0354,0.0618,0,0,"female","13-18"
0.0237,10,24,1,1,0.033,0.0437,0,0,"male","19-24"
0.0753,8,13,1,1,0.0129,0.0138,0.0262,0.0333,"male","19-24"
0.1241,8,16,2,1,0.0284,0.0337,0.0752,0.1032,"unknown","unknown"
0.0614,5,19,1,1,0.0387,0.0484,0.0367,0.0463,"unknown","unknown"
0,3,13,2,1,0.016,0.018,0.0101,0.0189,"unknown","unknown"
0,10,25,2,2,0.0193,0.0174,0.007,0.0029,"unknown","unknown"
0.0463,3,25,2,1,0.016,0.018,0.0214,0.0245,"male","25-30"
0.0519,5,14,1,1,0.0284,0.0337,0.0513,0.0544,"female","13-18"
0.0072,7,21,2,1,0.024,0.029,0.0207,0.0286,"female","13-18"
0.0118,8,26,1,1,0.0512,0.0472,0,0,"male","19-24"
0.0388,9,23,1,1,0.0282,0.03,0.0093,0.0097,"male","25-30"
0.0031,8,27,2,2,0.1074,0.0158,0.0441,0.0021,"unknown","unknown"
0.055,10,23,1,1,0.026,0.0284,0.0347,0.0354,"unknown","unknown"
0.0027,10,24,2,1,0.0802,0.0904,0.0017,7e-04,"unknown","unknown"
0.0398,7,19,1,1,0.0135,0.0153,0.0175,0.0246,"male","13-18"
0.0272,10,21,1,1,0.0494,0.0554,0.0236,0.0201,"unknown","unknown"
0.0335,6,14,1,1,0.0273,0.0356,0.044,0.0558,"unknown","unknown"
0.0062,5,15,2,1,0.0284,0.0337,0.0029,0.0054,"unknown","unknown"
0.01,5,21,2,1,0.0757,0.079,0.045,0.059,"unknown","unknown"
0.0154,7,15,2,2,0.0284,0.019,0.0306,0.0058,"unknown","unknown"
0.0546,10,25,1,1,0.0111,0.0189,0.0503,0.0751,"female","19-24"
0,8,21,3,3,0.0154,0.0018,1e-04,0,"unknown","unknown"
0.0227,7,15,2,2,0.0273,0.0221,0.0822,0.0227,"unknown","unknown"
0.0095,8,22,2,2,0.0537,0.0073,0.0318,0.0212,"unknown","unknown"
0.0227,7,22,1,1,0.0426,0.0491,0.022,0.0588,"male","13-18"
0.1029,7,21,2,1,0.0239,0.029,0.0424,0.037,"unknown","unknown"
0.01,4,13,2,2,0.0284,0.0189,0.0523,0.0432,"unknown","unknown"
0.0219,18,21,1,1,0.0296,0.0407,0,0,"unknown","unknown"
0.0069,8,16,1,1,0.0273,0.0356,0.0332,0.036,"unknown","unknown"
0.2489,6,21,1,1,0.3344,0.3369,0.0414,0,"unknown","unknown"
0,16,30,3,2,0.0377,0.0249,0.0213,0.0265,"unknown","unknown"
0.0439,6,20,1,1,0.0921,0.0984,0,0,"unknown","unknown"
0.03,10,25,2,2,0.0573,0.0388,0.0721,0.0431,"unknown","unknown"
0.0305,11,23,1,1,0.0192,0.0244,0,0,"unknown","unknown"
0.017,9,27,3,1,0.0534,0.0656,0.0227,0.0424,"unknown","unknown"
0.0752,9,21,2,1,0.012,0.0176,0.0186,0.0429,"unknown","unknown"
0.2474,10,25,1,1,0.0409,0.0672,0.016,0.0162,"female","19-24"
0.0246,13,28,1,1,0.0354,0.062,0.0092,0.0111,"female","19-24"
0.0481,9,22,1,1,0.105,0.1702,0.0316,0.0683,"male","13-18"
0.0176,12,28,1,1,0.0397,0.0501,0.0112,0.0078,"unknown","unknown"
0.0488,8,20,1,1,0.055,0.078,0.0129,0.0714,"unknown","unknown"
0.0093,9,14,1,1,0.0352,0.0504,0,0,"unknown","unknown"
0.2743,6,21,1,1,0.0393,0.0411,0.017,0.0127,"unknown","unknown"
0,6,15,2,2,0.0243,0.0229,8e-04,6e-04,"unknown","unknown"
0.0351,6,15,1,1,0.0388,0.0481,0.0628,0.0713,"unknown","unknown"
0.0138,9,17,1,1,0.0284,0.0337,0.0047,0.0054,"male","19-24"
0.0541,6,14,1,1,0.0273,0.0356,0.0818,0.0938,"female","19-24"
0.1694,2,20,1,1,0.0426,0.0491,0.0181,0.0215,"unknown","unknown"
0.027,5,14,1,1,0.0284,0.0337,0,0,"male","31-40"
0.0185,12,23,2,2,0.0232,0.0132,0.0939,0.0328,"unknown","unknown"
0.072,7,21,1,1,0.1728,0.1747,0.0211,0.0261,"unknown","unknown"
0.0598,12,21,1,1,0.0303,0.0352,0.0705,0.0759,"unknown","unknown"
0,11,25,3,2,0.0184,0.0113,6e-04,0,"unknown","unknown"
0.0394,7,15,1,1,0.0273,0.0356,0.0058,0.0093,"female","13-18"
0.01,9,17,1,1,0.0273,0.0356,0,0,"unknown","unknown"
0.0121,7,14,2,2,0.009,0.0073,0.0258,0.0088,"unknown","unknown"
0.0275,6,14,1,1,0.0273,0.0356,0.0165,0.0178,"unknown","unknown"
0,11,26,3,1,0.0274,0.032,0.0082,0.0109,"unknown","unknown"
0.0949,8,25,2,1,0.0426,0.0491,0.0427,0.0966,"female","13-18"
0.0744,5,25,2,1,0.0284,0.0337,0.0222,0.0443,"unknown","unknown"
0.0314,7,10,2,1,0.0601,0.063,0.0673,0.0691,"unknown","unknown"
0.0654,13,28,1,1,0.0353,0.0617,0.0133,0,"female","19-24"
0,11,19,3,1,0.0252,0.0427,0.0116,0.0181,"unknown","unknown"
0.0421,9,28,1,1,0.0294,0.0327,0.0114,0,"male","19-24"
0.0189,6,14,1,1,0.0273,0.0356,0.0093,0.0113,"male","19-24"
0.0127,10,27,2,2,0.1859,0.1184,0.0718,0.021,"unknown","unknown"
0.0076,10,22,3,2,0.0392,0.0458,0.022,0.02,"unknown","unknown"
0.0096,9,23,1,1,0.0426,0.0491,0.0341,0.0353,"male","19-24"
0.0657,5,21,1,1,0.0384,0.0412,0.0042,0.0057,"unknown","unknown"
0.0531,7,15,1,1,0.0273,0.0356,0.0341,0.0409,"unknown","unknown"
0.0309,6,14,1,1,0.0273,0.0356,0,0,"female","0-12"
0.0099,4,21,1,1,0.0384,0.0412,0,0,"male","13-18"
0.0153,8,28,1,1,0.0422,0.0463,0.0312,0.0323,"unknown","unknown"
0.0192,10,23,1,1,0.0494,0.0554,0.0244,0.0278,"unknown","unknown"
0.0155,14,25,1,1,0.0154,0.0175,0.0071,0.0089,"unknown","unknown"
0.0654,8,24,2,1,0.0426,0.0491,0.0309,0.0764,"female","19-24"
0.0323,10,26,1,1,0.015,0.0162,0.0026,0.0027,"male","31-40"
0.0263,6,14,1,1,0.0273,0.0356,0.0128,0.0159,"unknown","unknown"
0.0339,12,20,1,1,0.0583,0.0623,0.0785,0.1231,"male","13-18"
0,13,25,1,1,0.0082,0.0084,0.0102,0.0119,"female","25-30"
0.0263,10,16,1,1,0.0433,0.0434,0.0051,0.0039,"unknown","unknown"
0.0095,9,20,2,2,0.0426,0.0309,0.0448,0.0379,"unknown","unknown"
0.0238,10,23,2,1,0.0135,0.0197,0.0102,0.0152,"unknown","unknown"
0.3551,9,23,2,1,0.1954,0.2011,0.0377,0.068,"male","31-40"
0.0687,10,23,1,1,0.0426,0.0491,0.0296,0.0486,"male","19-24"
0.0407,8,21,2,1,0.0285,0.0328,0.0192,0.0228,"unknown","unknown"
0,11,22,1,1,0.0295,0.0356,0,0,"unknown","unknown"
0.0076,12,23,1,1,0.0585,0.061,0.0236,0.0237,"unknown","unknown"
0.0099,13,27,2,1,0.0417,0.0461,0.008,0.0131,"unknown","unknown"
0.09,7,19,1,1,0.0187,0.0227,0.0311,0.037,"male","19-24"
0.0565,4,21,2,1,0.0284,0.0337,0.0241,0.0312,"unknown","unknown"
0,8,21,3,2,0.005,0.0036,0.0035,0.0069,"unknown","unknown"
0.0168,6,20,1,1,0.0116,0.0138,0.0064,0.0047,"unknown","unknown"
0.0198,8,28,2,2,0.0421,0.0195,0.1259,0.045,"unknown","unknown"
0.0237,6,14,2,2,0.0273,0.0221,0.0523,0.035,"unknown","unknown"
0.0205,10,24,1,1,0.0494,0.0554,0.0296,0.0301,"unknown","unknown"
0,10,25,2,2,0.0113,0.002,0.0596,0,"female","19-24"
0.0458,8,25,1,1,0.0716,0.107,0.0449,0.0734,"unknown","unknown"
0,7,8,3,2,0.1169,0.1338,0.0435,0.0443,"unknown","unknown"
0,8,19,3,1,0.0071,0.0105,0,0,"unknown","unknown"
0.0185,9,25,2,2,0.0383,0.0288,0.0253,0.0247,"unknown","unknown"
0.0538,6,20,1,1,0.0919,0.0982,0,0,"male","31-40"
0,11,28,2,1,0.0273,0.0306,0,0,"unknown","unknown"
0.0765,10,28,1,1,0.0284,0.0337,0.0099,0.0146,"female","25-30"
0.0196,9,23,2,2,0.0426,0.0309,0.0111,0.0051,"unknown","unknown"
0.0791,8,25,2,1,0.0688,0.0758,0.0321,0,"unknown","unknown"
0.0182,7,13,2,2,0.0329,0.0311,0.065,0.0411,"unknown","unknown"
0.0217,7,23,1,1,0.0426,0.0491,0.0211,0.0223,"male","13-18"
0.023,5,15,1,1,0.0284,0.0337,0.0233,0.037,"male","19-24"
0,8,26,1,1,0.0284,0.0337,0,0,"female","19-24"
0.0213,13,25,1,1,0.0247,0.0285,0.0139,0.0154,"unknown","unknown"
0.0254,5,14,1,1,0.0284,0.0337,0.0118,0.0105,"unknown","unknown"
0,11,30,1,1,0.0041,0.0047,7e-04,7e-04,"unknown","unknown"
0.125,7,15,1,1,0.0273,0.0356,0.1728,0.1758,"female","19-24"
0.0114,6,14,1,1,0.0273,0.0356,0.0069,0.0073,"male","13-18"
0.1397,6,24,2,1,0.0426,0.0491,0.0998,0.1321,"unknown","unknown"
0,5,18,2,1,0.0773,0.0026,0.0041,5e-04,"unknown","unknown"
0.2883,3,8,1,1,0.2834,0.2985,0.0318,0.0493,"unknown","unknown"
0.0187,11,26,1,1,0.0548,0.0585,0.0258,0.0291,"female","31-40"
0.0197,6,20,1,1,0.0919,0.0982,0.0147,0.0154,"unknown","unknown"
0.0508,14,28,1,1,0.0434,0.0644,0.0158,0.0476,"male","19-24"
0,9,18,3,1,0.0305,0.039,0.005,0.0106,"unknown","unknown"
0.041,8,16,2,1,0.0284,0.0337,0.023,0.0311,"unknown","unknown"
0.0938,8,14,1,1,0.0295,0.0355,0.049,0.0517,"male","13-18"
0.028,7,15,2,2,0.0273,0.0221,0.0317,0.026,"unknown","unknown"
0.0534,9,26,1,1,0.0282,0.03,0.0115,0.0118,"female","19-24"
0,12,25,1,1,0.0211,0.024,0,0,"unknown","unknown"
0.006,13,14,3,3,0.027,0.006,0.0113,0.0016,"unknown","unknown"
0.0096,4,21,1,1,0.0368,0.0484,0.0216,0.0236,"unknown","unknown"
0.0248,7,21,1,1,0.0403,0.0421,0.0074,0.0079,"unknown","unknown"
0.0087,6,14,2,2,0.0273,0.0221,0.0315,0.0066,"unknown","unknown"
0.0214,7,22,1,1,0.0426,0.0491,0.0219,0.0317,"unknown","unknown"
0.0345,9,23,2,1,0.0559,0.059,0.0246,0.0408,"unknown","unknown"
0.0545,12,20,1,1,0.0583,0.0623,0,0,"male","13-18"
0.0178,10,16,1,1,0.0265,0.0298,0.005,0.0041,"female","19-24"
0.1213,7,17,1,1,0.1726,0.1745,0,0,"male","19-24"
0,3,23,1,1,0.0402,0.0486,0.0141,0.0168,"unknown","unknown"
0.0273,4,13,2,1,0.0284,0.0337,0.038,0.0585,"female","0-12"
0.0083,13,24,1,1,0.025,0.0367,0.0089,0.0071,"unknown","unknown"
0.0237,5,14,2,1,0.0284,0.0337,0.0446,0.0676,"unknown","unknown"
0.009,6,14,1,1,0.0273,0.0356,0.006,0.0067,"unknown","unknown"
0.0083,11,23,1,1,0.0356,0.0404,0.0163,0.0141,"unknown","unknown"
0.0427,11,27,1,1,0.047,0.0513,0.0161,0.017,"male","13-18"
0.0187,6,14,1,1,0.0273,0.0356,0.0628,0.0717,"unknown","unknown"
0.042,5,19,2,1,0.0728,0.0746,0.049,0,"unknown","unknown"
0,11,28,3,2,0.0303,0.0168,0.0107,0.0122,"unknown","unknown"
0.0175,3,25,1,1,0.016,0.018,0.014,0.0163,"male","19-24"
0,7,19,3,1,0.0179,0.0181,0.0104,0.0139,"unknown","unknown"
0.1024,11,28,1,1,0.0461,0.06,0.0311,0.0505,"male","19-24"
0.0096,8,21,2,1,0.0416,0.0498,0.0148,0.0203,"unknown","unknown"
0,7,15,1,1,0.0273,0.0356,0.0153,0.0211,"female","25-30"
0.0177,5,23,1,1,0.0384,0.0412,0.0082,0.0082,"unknown","unknown"
0,6,20,2,2,0.0161,0.0135,0.0107,0.0083,"unknown","unknown"
0.009,8,16,1,1,0.0273,0.0356,0.0096,0.0102,"unknown","unknown"
0.4634,10,25,2,1,0.0795,0.1015,0.1793,0.2673,"unknown","unknown"
0.0123,6,14,1,1,0.0273,0.0356,0.0115,0.0139,"unknown","unknown"
0.0941,8,23,2,1,0.0426,0.0491,0.0407,0.053,"unknown","unknown"
0.4059,5,25,1,1,0.5183,0.5208,0,0,"male","19-24"
0,5,14,3,1,0.0284,0.0337,0.0079,0.0145,"unknown","unknown"
0.0172,7,24,2,2,0.0156,0.0105,0.152,0.0802,"unknown","unknown"
0.0189,8,28,2,1,0.0573,0.0819,0.0176,0.0189,"unknown","unknown"
0,9,24,1,1,0.0017,0.003,0.0293,0.0294,"female","19-24"
0.0591,10,21,1,1,0.0189,0.0216,0.0168,0.0333,"unknown","unknown"
0.0141,3,25,1,1,0.016,0.018,0.0051,0.0065,"male","25-30"
0.0636,12,25,1,1,0.0304,0.0382,0.0212,0.0199,"male","19-24"
0.01,12,24,3,1,0.0399,0.0502,0.0203,0.0248,"unknown","unknown"
0.0165,5,19,1,1,0.0344,0.0457,0,0,"male","31-40"
0,9,24,2,2,0.0032,0.0025,0.0054,0.0059,"unknown","unknown"
0.0896,7,12,2,1,0.0295,0.0355,0.0379,0.0711,"unknown","unknown"
0.0093,9,15,1,1,0.032,0.0392,0.057,0.0606,"female","19-24"
0,7,11,3,1,0.0044,0.0055,0.0035,0.0054,"unknown","unknown"
0,4,7,2,1,0.016,0.018,0.0269,0.0321,"unknown","unknown"
0.0354,6,20,2,2,0.0336,0.0119,0.036,0,"male","19-24"
0.03,8,27,1,1,0.2038,0.2099,0.1041,0.3333,"male","25-30"
0.0411,9,28,2,1,0.0282,0.0381,0.0585,0.1128,"unknown","unknown"
0.0291,10,24,3,1,0.0135,0.0182,0.0103,0.0064,"male","25-30"
0,8,26,2,2,0.0426,0.0309,0.0079,0,"unknown","unknown"
0.0185,7,18,2,2,0.0426,0.0309,0.1472,0.0278,"female","25-30"
0,9,25,2,2,0.0059,0.0029,0,0,"unknown","unknown"
0,4,13,1,1,0.0205,0.0333,0,0,"unknown","unknown"
0,7,15,3,2,0.0112,0.0098,0.0076,0.0091,"unknown","unknown"
0.0161,9,25,1,1,0.0505,0.0656,0.04,0.0446,"male","19-24"
0,4,23,3,1,0.016,0.018,0.0093,0.0131,"unknown","unknown"
0.0159,9,20,2,1,0.0397,0.0447,0.017,0.027,"unknown","unknown"
0,17,24,1,1,0.0217,0.0235,0,0,"unknown","unknown"
0.0455,16,26,2,1,0.0901,0.0947,0.0256,0.0161,"male","19-24"
0.0161,7,15,1,1,0.0273,0.0356,0.0017,0,"unknown","unknown"
0,6,20,2,2,0.0161,0.0135,0.0115,0.0079,"male","31-40"
0.0171,6,20,2,2,0.0161,0.0135,0.0155,0.0042,"male","31-40"
0.0294,8,24,1,1,0.0426,0.0491,0.0214,0.0273,"unknown","unknown"
0.0017,10,22,3,1,0.0195,0.0213,0.0042,0.0072,"unknown","unknown"
0.0549,8,16,1,1,0.0273,0.0356,0.0507,0.0508,"unknown","unknown"
0.0177,6,20,2,2,0.092,0.0142,0.0414,0,"male","19-24"
0,12,15,1,1,0.0067,0.0064,0,0,"unknown","unknown"
0.0195,6,20,2,2,0.0161,0.0135,0.0131,0.0028,"unknown","unknown"
0.0966,7,23,1,1,0.0426,0.0491,0.0398,0.063,"male","19-24"
0.0684,9,21,2,1,0.0426,0.0491,0.0356,0.0541,"unknown","unknown"
0.3028,9,23,2,1,0.1421,0.1723,0.0904,0.1265,"unknown","unknown"
0.0284,7,23,2,1,0.0249,0.0303,0.0141,0.0297,"unknown","unknown"
0.0797,13,24,1,1,0.0493,0.0553,0.0314,0.035,"unknown","unknown"
0,7,12,3,2,0.0092,0.0076,0.006,0.0068,"unknown","unknown"
0.1955,16,29,2,1,0.0379,0.0414,0.0605,0.1032,"unknown","unknown"
0,3,13,3,2,0.016,0.0098,0.0276,0.0257,"unknown","unknown"
0.0392,6,14,1,1,0.0273,0.0356,0.007,0.0095,"unknown","unknown"
0.0469,8,16,2,1,0.0284,0.0337,0.029,0.047,"unknown","unknown"
0,7,16,2,2,0.0282,0.0209,0.0428,0.0518,"male","31-40"
0.0357,9,21,2,1,0.0156,0.0187,0.0408,0.07,"unknown","unknown"
0,14,21,2,1,0.0142,0.0281,0,0,"male","19-24"
0.0414,9,20,1,1,0.0426,0.0491,0.0219,0.0271,"unknown","unknown"
0.0132,11,19,2,1,0.0168,0.0221,0.0125,0.0185,"unknown","unknown"
0.06,9,17,2,1,0.1033,0.137,0.0458,0,"male","19-24"
0.2488,9,25,1,1,0.0076,0.011,0.1523,0.1523,"male","19-24"
0.2736,10,25,1,1,0.0336,0.0417,0.0617,0.0991,"unknown","unknown"
0.039,12,25,1,1,0.0304,0.0383,0,0,"unknown","unknown"
0.0047,6,21,1,1,0.0384,0.0412,0.042,0.043,"unknown","unknown"
0.0686,9,25,1,1,0.0504,0.0655,0.0347,0.0474,"male","13-18"
0.0302,7,15,1,1,0.0273,0.0356,0.0119,0.023,"unknown","unknown"
0,11,18,2,2,0.0146,0.0155,0.037,0.02,"male","19-24"
0.0336,11,27,2,1,0.0272,0.0305,0.0196,0.0264,"unknown","unknown"
0.0091,8,19,2,2,0.0284,0.019,0.0199,0.0272,"unknown","unknown"
0.16,12,31,2,1,0.0335,0.0474,0.0488,0.0729,"unknown","unknown"
0.0155,11,26,1,1,0.0284,0.0337,0,0,"male","13-18"
0,9,19,3,2,0.0117,0.0148,0.0128,0.0131,"unknown","unknown"
0,14,28,1,1,0.0435,0.0645,0.0044,0.0048,"female","19-24"
0.0298,12,23,1,1,0.0232,0.0305,0.016,0.0209,"unknown","unknown"
0.0789,9,25,1,1,0.0503,0.0654,0.0452,0.0574,"unknown","unknown"
0.0168,4,13,1,1,0.0284,0.0337,0.0163,0.04,"female","19-24"
0.0278,8,26,1,1,0.0284,0.0337,0.0117,0.0122,"unknown","unknown"
0.0144,9,21,2,1,0.0295,0.0355,0.0099,0.0154,"unknown","unknown"
0.0802,13,27,1,1,0.0835,0.0846,0,0,"unknown","unknown"
0,13,25,3,1,0.0248,0.0285,0.0072,0.0119,"unknown","unknown"
0.0096,4,19,1,1,0.0118,0.0214,0.0164,0.0165,"male","13-18"
0.0312,8,23,2,1,0.0426,0.0491,0.0013,0,"male","13-18"
0.0887,5,23,1,1,0.0284,0.0337,0.0153,0.0811,"female","25-30"
0.0097,6,18,3,3,0.0426,0.0161,0.0474,0.0195,"unknown","unknown"
0.0278,8,24,1,1,0.0284,0.0337,0,0,"unknown","unknown"
0.0652,14,16,2,1,0.0216,0.0284,0.016,0.0213,"unknown","unknown"
0.0205,10,24,1,1,0.0343,0.0432,0.0332,0.0358,"unknown","unknown"
0.0375,9,20,1,1,0.0426,0.0491,0.0181,0,"unknown","unknown"
0.0127,7,20,2,1,0.0211,0.0266,0.0084,0.0109,"unknown","unknown"
