"Violator","Male","Age","TimeServed","Class","Multiple","InCity"
0,1,26.8,3.63,"D",0,1
1,1,19.7,3.06,"E",0,0
0,1,21.9,1.25,"D",1,1
0,1,21.5,1.48,"C",1,0
0,1,35.7,2.23,"E",0,0
0,1,32.5,1.38,"D",0,0
0,1,36.7,15.04,"A",0,1
0,1,29.6,0.51,"E",1,1
0,1,32.4,1.07,"D",1,1
0,1,30.8,2.94,"B",0,0
0,1,50.4,1.11,"E",0,1
0,1,38.5,1.81,"D",0,0
0,1,54.8,23.23,"A",0,0
0,1,49.5,1.72,"D",0,1
0,1,33.8,1.85,"E",0,1
0,1,35.4,1.31,"E",0,0
0,1,42.7,1.65,"B",1,1
0,1,36.4,19.39,"A",1,1
0,1,65.7,20.63,"A",1,1
0,1,33.6,0.34,"E",1,1
0,1,59.4,18.06,"B",0,0
1,1,24.5,2.07,"E",0,0
0,1,36.2,0.96,"E",0,0
0,1,47.6,28.38,"A",1,0
0,1,68.4,9.32,"B",0,1
0,1,41.6,17.63,"A",0,1
0,1,51.4,1.28,"E",0,0
0,1,21,1.79,"D",0,0
0,1,37.4,2.21,"D",0,0
0,1,28.1,3.72,"E",0,0
0,1,62.7,9.75,"B",1,0
0,1,34.5,1.25,"D",1,0
0,1,43.5,2.92,"C",0,1
0,1,50.6,1.48,"C",0,0
1,1,22.5,0.86,"D",0,0
0,0,29.6,1.27,"D",1,0
0,1,47.7,2.17,"D",0,1
0,1,24.9,0.77,"E",0,0
0,1,24.2,1.15,"E",1,0
0,1,41,0.87,"E",0,0
1,1,32.1,3.44,"D",1,0
0,1,23.5,2.08,"D",0,1
0,1,52,19.71,"C",0,0
0,1,34.2,1.02,"D",0,0
0,1,51.9,15.56,"D",1,1
0,1,23.5,1.48,"D",1,0
0,1,26.6,0.87,"D",0,1
0,1,27.6,0.88,"E",0,0
0,1,29.5,1.1,"B",1,1
0,1,38.2,5.08,"C",0,0
0,0,31.2,1.44,"C",1,1
1,1,47.1,7.18,"D",1,0
0,1,40.2,2.02,"D",1,0
0,0,37.5,2.17,"C",1,1
1,1,51.6,24.05,"B",0,1
0,1,30.6,2.35,"E",1,1
0,1,44.7,2.67,"C",0,1
0,1,41.3,13.31,"D",0,1
0,1,31.1,1.52,"D",0,0
0,1,37.1,0.68,"B",1,0
0,1,30.6,0.52,"E",0,0
0,1,48,11.73,"D",0,0
0,1,46.4,9.96,"B",1,1
0,1,54.3,1.02,"D",0,0
0,1,34.9,1.17,"D",1,1
0,1,34.9,7.08,"B",0,1
0,1,47.5,16.74,"D",0,1
0,1,47.3,0.87,"E",0,1
0,1,58,13.21,"D",0,1
0,1,47.4,2.35,"C",0,1
0,1,32.2,4.96,"C",1,0
0,1,31.5,11.21,"B",1,1
1,0,43.2,2.52,"B",0,0
0,1,45.1,1.69,"D",0,0
0,1,27.2,4.19,"B",0,1
0,1,24.4,1.96,"E",0,1
1,1,39.9,3.3,"E",0,0
0,1,34.1,1.51,"E",0,0
0,1,43.7,2.06,"B",1,1
0,1,74.2,1.14,"E",0,1
0,1,50.3,1.32,"D",0,1
0,1,21.7,1.24,"E",0,1
0,1,53.9,0.92,"E",1,0
0,1,44.4,12.05,"D",0,1
0,0,48,1.85,"C",0,0
0,0,45.6,1.44,"E",0,1
0,0,24.5,2.32,"D",1,0
0,1,28,1.42,"E",0,0
0,1,48.7,1.04,"E",0,0
0,1,41.4,0.57,"C",1,0
0,1,43.8,7.07,"D",0,1
0,1,43.2,21.05,"A",1,1
0,0,46.5,1.12,"E",0,0
0,1,37.8,2.02,"E",0,0
0,1,36.7,1.51,"D",0,0
0,1,54.2,16.07,"D",0,1
0,1,21.4,2.12,"D",0,1
0,1,57.2,1.14,"C",1,1
0,1,44.6,0.92,"D",0,0
0,1,23.9,0.67,"E",0,1
0,1,44.6,4.11,"D",0,0
0,1,44.5,18.35,"B",1,1
0,1,20.8,1.78,"E",0,0
0,1,46.7,26.63,"A",0,1
0,0,22.7,0.94,"E",0,0
0,1,34.4,2.79,"D",0,0
0,1,33.4,1.25,"D",1,1
0,1,20.2,0.96,"D",0,0
0,1,41.8,1.16,"E",0,1
0,1,50.9,11.69,"D",0,1
0,1,35.9,1.02,"E",0,0
0,1,45,1.75,"D",1,0
0,1,43.5,1.2,"D",0,1
0,1,43.9,0.77,"C",0,1
0,1,23,1.62,"C",0,1
0,1,44.2,1.87,"D",0,1
0,1,52.1,14.46,"C",1,0
0,0,45.5,1.42,"D",1,1
0,0,51.7,1.16,"D",0,1
1,1,25.7,8.05,"D",1,0
0,0,46.7,6.42,"C",1,0
0,0,35.6,1.53,"E",0,1
0,1,44.8,1.08,"D",0,1
0,1,50.8,29.96,"A",1,1
0,0,26.8,1.61,"D",1,1
0,1,57.4,3.17,"D",1,0
0,1,46.1,20.38,"B",1,1
0,1,29.5,0.92,"E",0,0
0,1,45.3,2.08,"E",0,0
0,1,52.1,27.23,"A",1,1
0,1,59.7,18.77,"B",1,0
0,1,27.6,2.03,"D",0,0
0,1,47.2,15.82,"B",0,1
0,1,61.4,15.27,"C",0,0
1,1,34.5,8.42,"C",1,1
0,1,50.9,1.17,"D",1,0
0,1,26,1.77,"D",0,0
0,1,49.5,1.02,"D",1,1
0,1,32.1,1.91,"D",0,0
0,1,37.3,0.69,"E",0,1
0,1,28,1.01,"E",0,1
0,1,41,2.56,"E",1,0
0,1,49.6,0.54,"E",0,0
0,1,40,0.96,"E",0,1
0,1,56.2,1.2,"B",0,1
0,1,43.3,22.63,"A",1,1
0,1,53.4,29.06,"A",1,1
0,1,56,25.62,"A",1,1
0,1,36.2,1.37,"E",0,0
0,1,29.3,2.8,"E",1,1
0,1,39.5,1.34,"C",1,0
0,1,37.2,1.78,"D",0,1
0,1,24.4,3.37,"D",1,0
0,1,48.7,26.56,"A",1,1
0,1,22.4,0.56,"B",0,0
0,1,48.7,7.19,"D",1,1
0,1,69,26.22,"A",1,0
0,1,24.7,2.34,"C",1,1
0,1,49.3,1.02,"E",0,0
0,0,46,1.54,"E",0,0
0,1,52.5,1.21,"E",0,0
1,1,34.1,8.34,"E",0,0
0,1,66.3,1.52,"E",0,0
0,1,46,6.23,"A",1,1
0,1,37.7,0.84,"E",0,1
0,1,27.7,4.93,"C",1,0
0,1,42,0.96,"E",0,1
0,1,44.3,2.17,"D",1,1
0,1,28.3,1.17,"D",1,0
0,1,51.6,29.39,"A",0,0
0,1,35.5,1.14,"E",1,0
0,1,50.6,20.8,"B",1,1
0,1,50.8,24.02,"C",0,1
0,1,48.3,29.14,"A",1,0
1,1,25.9,5.8,"D",1,0
0,1,37.1,1.74,"D",0,1
0,1,24.2,1.17,"D",0,1
0,0,51.8,1.03,"C",0,1
0,1,34.4,2.24,"B",1,1
0,0,30,1.25,"D",0,1
0,1,49.6,6.29,"B",1,0
0,1,23.6,1.04,"C",1,1
0,1,45.4,14.96,"A",1,1
0,1,38,2.33,"D",0,1
0,1,33.6,1.08,"E",0,0
0,1,50.7,24.94,"D",0,1
0,1,30.5,1.77,"E",0,0
0,1,36.1,3.34,"B",1,0
0,1,50.9,32.42,"A",1,1
0,1,58,29.29,"A",0,1
0,1,48.3,3.63,"B",1,1
0,1,32.7,1.07,"E",0,0
1,1,28.7,3.38,"D",0,0
0,1,30.4,1.08,"E",0,0
0,1,57.5,38.13,"A",1,1
0,1,58,1.33,"C",0,1
0,1,50,14.67,"C",0,1
0,0,29.2,0.61,"D",0,1
0,1,45.1,1.02,"E",0,0
0,1,51.8,13.62,"C",0,1
0,0,25,1.44,"D",1,0
0,1,55.3,3.29,"D",1,1
0,1,48.5,22.44,"A",1,1
0,1,26.9,2.09,"D",0,0
0,1,50.3,27.19,"A",1,1
0,1,51.1,0.74,"E",0,0
1,1,30.4,10.07,"B",0,0
0,1,37.3,18.92,"A",1,1
0,1,44.2,2.12,"C",1,0
0,1,36.7,2.13,"E",0,0
0,1,52,11.13,"D",0,1
0,1,59.2,1.02,"E",0,0
0,1,30.2,1.44,"D",0,1
0,1,47.4,1.46,"E",0,0
0,1,38.4,1.13,"B",0,1
0,1,48.4,2.28,"D",1,1
0,1,37,1.21,"C",0,0
0,1,39.9,19.21,"A",1,1
0,1,23.5,1.61,"E",0,0
0,0,55.2,1.42,"D",0,1
0,1,30.4,2.6,"D",1,0
0,1,43.1,2.28,"D",0,0
0,1,53,8.07,"A",0,0
0,1,38.6,3.15,"A",1,0
0,1,20.5,0.46,"E",0,0
0,1,54.1,1.03,"E",0,1
0,1,53.7,1.11,"D",0,1
0,1,20.9,0.69,"E",1,1
0,1,45.3,15.19,"A",1,1
0,1,58.2,30.25,"A",0,1
0,1,25,1.44,"D",0,1
0,1,46.7,14.03,"C",1,1
0,0,49.9,1.62,"E",0,0
0,1,23.1,1.03,"D",0,1
0,0,27.8,1.53,"E",0,0
0,1,48.3,1.08,"E",0,1
0,1,44.9,1.17,"E",0,0
0,1,61.2,16.73,"A",0,1
0,1,25.9,1.95,"D",0,1
0,1,48.8,2.04,"D",1,0
0,1,53,17.6,"C",0,0
0,1,53.9,1.46,"D",0,1
0,0,22.1,1.62,"E",0,0
0,1,53.6,30.83,"A",1,0
0,1,35.5,0.6,"D",0,1
0,1,29.5,0.83,"E",0,0
0,1,30.9,11.62,"A",1,1
0,1,53.3,13.65,"C",1,1
0,1,62.2,28.57,"A",0,1
0,1,49.1,1.26,"D",0,0
0,1,30.3,2.23,"D",0,0
0,1,33.9,0.72,"D",0,0
0,1,40.1,4.07,"A",1,0
0,1,58.1,0.82,"D",0,1
0,0,40.4,2.04,"C",0,0
0,1,27.6,1.09,"E",0,0
0,1,43.2,2.14,"E",0,0
0,1,29.1,1.05,"E",0,0
0,1,35.3,1.42,"E",0,0
0,1,48.7,0.71,"E",0,0
0,1,25.9,3.08,"D",0,1
0,0,22.4,0.76,"D",1,0
0,1,46,2.07,"D",0,0
0,1,49.8,20.03,"B",1,1
0,1,30.4,1.75,"E",0,0
0,1,43.7,0.73,"B",0,1
0,1,36.3,1.46,"E",0,1
0,1,40.9,10.61,"A",1,1
0,1,37.8,1.31,"D",0,0
1,1,58.5,25.19,"B",1,1
0,1,33.5,1.23,"D",0,1
0,1,53.1,1.03,"B",1,0
0,1,22.9,1.11,"D",1,0
0,1,40.1,1.46,"E",0,0
0,1,49.8,19.21,"D",1,1
0,1,46,3.65,"D",1,0
0,0,45.9,0.82,"E",0,0
0,0,49.2,1.92,"E",0,0
1,1,44.4,19.78,"B",1,1
0,0,64.4,2.18,"D",0,1
0,1,33,3.17,"B",0,1
0,1,24.3,0.88,"D",0,0
0,0,24.8,1.6,"D",0,0
0,1,37.3,1.17,"E",0,0
0,1,30.9,0.87,"E",0,0
0,1,56.7,30.23,"A",0,0
1,1,33.3,10.15,"C",1,0
0,1,33.2,1.08,"E",0,1
1,1,36.4,4.54,"D",1,0
0,0,30.5,1.03,"E",0,0
0,1,31.2,0.92,"D",0,0
0,1,27.5,1.21,"E",0,0
1,1,38.2,2.06,"D",0,0
0,0,44.2,3.09,"C",1,0
0,1,41.7,19.29,"A",1,0
0,1,36.1,14.23,"A",1,0
0,1,52.4,16.21,"A",0,1
0,1,27.6,1.71,"E",0,0
0,1,50.2,1.05,"C",0,0
0,1,62.3,27.25,"A",1,1
0,1,37.7,1.85,"E",0,1
0,1,48.6,30.04,"A",1,1
0,1,42.3,1.08,"D",0,0
0,0,44.8,0.84,"E",0,0
0,1,56.5,1.12,"D",0,0
0,1,56.9,2.15,"D",1,0
1,1,22.8,1.52,"E",0,0
1,1,25.3,3.08,"D",1,0
0,1,55.3,32.46,"A",1,0
0,1,30.3,1.57,"E",0,0
0,1,38.8,16.13,"B",1,0
0,1,62,26.84,"B",1,1
0,0,23.5,0.82,"D",0,0
0,1,50.4,3.07,"B",0,1
0,1,33.4,2.44,"D",0,0
0,1,32,3.23,"D",1,0
0,1,28.2,0.79,"C",0,1
0,1,51,7.05,"D",0,0
0,0,32.2,1.61,"D",1,0
0,1,44,1.01,"E",1,0
0,1,56.9,2.02,"D",0,0
0,1,21,0.96,"E",1,0
0,1,36.2,1.67,"E",0,0
0,1,38.6,6.24,"E",0,1
1,1,34.6,1.28,"E",0,0
0,1,43.2,1.68,"D",0,1
0,1,49.6,1.42,"D",0,0
0,1,31.6,1.44,"D",1,0
0,1,22.8,3.96,"B",1,0
0,1,55.6,17.79,"A",0,1
0,1,52.7,16.38,"C",1,0
0,1,48.2,1.43,"D",0,1
0,1,42.4,6.26,"B",1,1
0,1,27.5,1.28,"E",0,1
0,1,47.4,12.09,"B",0,0
0,1,47.3,3.88,"B",0,1
0,1,55.2,4.02,"C",0,0
0,0,35.1,0.67,"E",0,1
0,1,35.9,17.64,"B",0,1
0,1,31.3,1.29,"D",0,0
0,1,50.8,9.08,"A",0,0
0,1,27.3,0.92,"E",0,0
0,1,38.5,0.42,"D",0,0
0,0,51,1.32,"E",0,1
0,1,55.1,30.21,"A",0,1
0,1,43.3,1.68,"E",0,0
0,1,49.4,1.81,"B",1,1
0,1,34.4,5.95,"D",1,0
0,1,47,1.69,"D",0,0
0,1,49.3,12.73,"A",1,1
0,1,39.4,1.69,"E",1,1
0,0,28.1,1.83,"D",1,0
0,1,30.2,1.92,"B",1,1
0,1,26.2,2.81,"B",0,1
0,1,50.1,15.73,"B",1,1
0,1,47,3.77,"A",1,1
0,0,37.3,1.11,"D",1,0
0,1,21.9,2.64,"C",1,0
0,1,23.3,0.71,"E",0,0
0,1,65.5,28.31,"A",1,1
0,1,47.9,1.75,"D",0,0
0,1,58.4,0.48,"B",0,1
0,1,23.6,1.25,"D",1,0
0,1,51.4,2.78,"C",1,1
0,1,24.5,0.75,"D",0,0
0,1,21.5,1.26,"D",0,0
0,1,27.3,1.13,"E",0,0
0,1,52.7,30.19,"A",0,0
0,1,55.4,0.94,"C",0,1
0,1,50.9,9.61,"E",0,1
0,1,47.4,1.05,"D",0,0
0,1,31.3,1.71,"D",0,1
0,1,50.7,0.85,"E",0,0
0,1,40.1,11.38,"D",1,1
0,1,65.2,0.96,"E",0,1
0,1,41.2,1.32,"E",0,1
0,1,63.4,30.77,"A",0,1
0,1,45,0.67,"E",0,0
0,1,34.4,1.54,"E",0,0
0,1,34.9,1.71,"D",1,1
0,0,43.5,1.77,"E",1,0
0,1,47.3,0.93,"C",0,1
0,1,52.4,6.07,"A",1,0
0,0,50,1.6,"B",1,0
0,1,32,0.54,"E",0,0
1,1,41.8,14.17,"B",1,0
0,1,41.5,3.54,"E",1,0
0,1,22.2,4.27,"B",0,0
0,1,42.2,1.17,"E",1,0
0,1,35.7,4.19,"D",1,0
0,1,59.6,4.29,"D",1,0
0,1,34.5,3.87,"B",1,0
1,1,34.1,5.95,"D",0,0
0,1,31.5,2.92,"B",1,1
0,1,47,19.35,"C",1,1
0,1,51.3,14.01,"C",0,1
0,1,21.6,1.87,"E",0,0
0,1,24.2,0.74,"E",0,0
0,1,48.8,0.78,"D",0,0
0,1,20.7,1.25,"D",0,1
0,1,55.7,13.53,"D",0,1
0,1,35.2,1.13,"E",0,0
0,1,24.5,1.22,"B",0,1
0,1,27.9,1.42,"E",0,0
0,1,38.9,1.29,"E",0,0
0,1,49,0.83,"E",0,0
0,1,45.5,2.1,"D",0,0
0,1,34,16.88,"A",0,0
0,1,34.1,16.7,"A",1,1
0,1,37.1,1.17,"D",1,0
0,1,54.1,0.73,"E",0,0
0,1,38.6,0.88,"E",0,0
0,1,33.4,1.31,"E",0,0
0,1,54.3,32.55,"A",1,1
0,1,45.6,15.15,"C",0,1
0,1,22.4,0.76,"E",0,0
0,1,35.8,16.67,"A",0,0
0,1,50.1,2.75,"D",0,1
0,1,21.5,1.19,"D",1,0
0,1,39.3,0.73,"E",0,1
0,1,51.6,17.75,"D",0,1
0,1,64.8,16.88,"D",0,1
0,1,74,16.04,"B",0,1
0,1,20.6,2.21,"C",1,1
0,1,31.7,1.14,"E",0,1
0,1,48.3,17.08,"C",0,1
0,1,45.3,6.62,"C",0,0
0,1,44.1,13.79,"D",1,1
0,1,46.8,21.42,"A",1,1
0,1,49.4,4.65,"B",0,1
0,1,36.6,0.25,"E",0,1
0,1,39.8,1.37,"E",1,1
0,1,23.8,1.26,"D",0,1
0,1,52.3,2.04,"E",1,0
0,0,43,1.44,"E",0,0
0,1,62,17.95,"B",0,1
0,1,24.8,1.52,"E",0,0
0,1,49.4,2.75,"E",0,0
1,1,51.6,29.79,"B",1,1
0,0,37.6,2.25,"C",0,1
0,1,36.2,3.94,"B",1,0
0,1,52.3,0.73,"E",0,0
0,0,40,2.69,"C",1,1
0,1,19.3,0.86,"D",0,0
0,1,50.8,2.83,"B",0,0
0,1,35.5,1.29,"D",1,0
0,1,53.1,2.08,"D",0,0
0,1,38.7,15.81,"B",0,1
1,1,22.1,2.01,"E",0,0
0,1,49.7,1.64,"E",0,1
1,1,41.5,13.92,"B",1,0
0,1,26.7,0.84,"D",0,1
0,1,53.7,23.71,"A",1,0
0,1,25.4,1.15,"D",1,0
0,1,33,1.26,"B",1,1
0,1,36,1.52,"D",0,0
0,1,28.1,1.21,"D",0,1
0,1,21.9,2.05,"E",0,0
0,1,28.3,1.02,"E",0,0
0,1,30.7,1.19,"E",0,0
0,1,49.9,23.63,"B",1,0
0,1,31.1,1.08,"D",0,0
0,1,46.5,3.15,"D",0,0
0,1,20.4,1.14,"B",0,1
0,1,22.5,0.66,"E",0,0
0,1,45.3,1.48,"E",0,1
0,1,29.8,2.46,"D",1,0
0,1,34.8,7.67,"D",0,0
0,1,23.3,0.38,"D",0,0
0,1,25.2,2.02,"D",0,0
0,1,28.2,1.22,"E",0,0
0,1,45.6,24.29,"A",1,1
0,0,38.1,1.83,"E",0,1
0,1,38.1,5.62,"C",1,0
0,1,42.7,24.84,"A",0,1
0,1,32.5,1.16,"A",0,1
0,1,55,0.14,"D",0,0
0,1,35.5,0.65,"E",0,1
0,1,46.9,7.21,"D",0,0
0,0,41.1,2.04,"E",0,0
0,1,26.4,1.25,"D",1,1
0,0,55.6,1.11,"E",0,0
0,1,22.5,0.96,"E",0,0
0,1,21.3,1.13,"E",1,0
0,1,53.6,1.79,"D",1,1
0,0,46.5,2.27,"C",1,1
0,1,39.9,1.43,"E",0,0
0,1,63.9,2.46,"C",1,0
0,1,49.3,1.01,"E",0,0
0,1,49.4,1.74,"D",0,0
0,1,21.5,1.08,"D",1,0
0,1,21.5,1.08,"B",0,0
0,1,22.7,0.88,"B",0,0
0,1,32.2,0.71,"E",0,0
0,1,24,1.44,"D",0,0
0,1,72.8,12.64,"B",0,1
0,1,29.9,9.79,"D",1,0
0,0,54.2,0.94,"E",0,1
0,1,46.5,22.94,"A",1,1
0,1,43.5,19.19,"A",1,1
0,1,20.6,0.54,"E",0,0
0,1,26.1,1.37,"C",1,1
0,1,18.2,0.56,"D",0,0
0,1,54.2,1.59,"D",0,1
0,1,36.6,14.31,"B",1,1
0,1,27.8,1.02,"E",0,1
0,1,50.4,0.92,"E",0,0
0,1,89.9,13.11,"B",1,1
0,1,30.7,1.46,"D",0,0
0,1,61.8,1.75,"D",0,0
0,1,53,8.38,"D",1,0
0,0,32.8,1.26,"E",0,0
0,1,34,1.55,"E",0,0
0,1,26.4,3.62,"D",0,0
0,1,51.4,25.76,"A",0,0
0,1,27.3,1.68,"C",0,1
0,1,34.3,1.65,"E",0,1
0,0,28.7,0.92,"D",1,0
0,0,19.5,1.44,"C",0,1
0,1,41,0.56,"E",0,0
0,1,39.8,1.17,"E",0,1
0,1,60.6,0.42,"D",1,0
0,1,47.9,17.19,"A",0,1
1,1,35.5,5.75,"D",0,0
0,1,29.2,1.71,"D",0,0
0,1,54.5,19.65,"B",1,1
0,1,38.9,1.25,"E",0,0
0,1,24.2,0.51,"D",0,1
0,1,28.8,2.63,"D",1,0
0,1,67.4,31.07,"A",1,1
0,1,45.3,26.65,"A",0,1
0,1,38,16.93,"B",1,1
0,1,35.5,17.17,"A",0,1
0,1,40.5,1.61,"D",0,0
0,1,19.6,2.11,"D",1,1
0,1,48.4,24.05,"A",1,1
0,1,47.2,14.79,"A",0,1
0,1,55,20.88,"B",1,0
0,1,22.6,1.48,"D",0,0
0,1,20.6,3.14,"D",0,0
0,1,37.5,1.85,"E",0,0
0,1,44.3,21.88,"A",0,1
0,1,25.1,0.75,"E",0,0
0,1,65.5,13.48,"D",0,0
0,1,54.8,30.77,"A",0,1
0,1,55.2,0.67,"E",0,0
0,1,55.1,2.28,"D",0,1
0,1,24.1,2.28,"D",0,0
0,1,47.4,21.11,"A",1,1
0,1,49.1,22.13,"B",0,1
0,1,31.3,1.16,"D",0,0
0,1,38.3,20.44,"A",0,0
0,1,39.2,18.71,"A",1,1
0,1,30.8,4.8,"B",0,0
0,1,35.4,17.57,"A",0,1
0,1,31.5,0.87,"E",0,0
0,1,44.2,19.96,"D",1,0
0,1,28.7,1.42,"D",0,1
0,1,31.3,1.95,"D",0,0
0,1,48.2,0.92,"E",0,0
0,1,41.3,3.31,"D",1,1
0,1,36,18.73,"A",0,1
0,1,45.3,1.75,"D",0,1
0,1,55.7,6.15,"D",1,0
0,1,43.4,25.08,"A",0,0
0,1,36.1,1.58,"E",0,0
0,1,61.9,7.29,"B",0,1
0,1,55.4,1.19,"E",0,1
0,1,53.1,2.12,"E",0,0
0,1,55,1.64,"E",0,1
0,1,38.1,1.48,"D",0,1
0,1,25.1,4.46,"D",1,1
0,1,36,4.09,"B",1,1
0,1,28.4,2.08,"E",0,1
0,1,45.3,14.83,"A",1,1
0,1,57.7,1.01,"B",0,0
0,1,27.6,1.53,"E",0,0
0,1,45,1.26,"D",0,1
0,0,51.9,1.53,"E",0,0
0,1,49.3,0.91,"E",0,0
0,1,58.3,37.57,"A",1,1
0,1,20.7,0.85,"D",0,1
0,1,45.9,12.77,"D",0,1
1,1,33.5,9.92,"A",0,0
0,1,26.8,1.08,"C",1,0
0,1,26.7,1.6,"E",0,0
0,1,56.1,34.52,"A",0,1
0,1,53.7,32.85,"A",0,0
0,1,48.5,1.11,"E",0,0
0,1,50.2,25.8,"A",1,1
0,1,45.9,26.46,"A",1,0
0,1,55.5,1.51,"B",0,1
0,1,26.6,1.12,"E",0,0
0,1,48.8,16.77,"A",1,1
1,1,21.5,5.64,"D",0,0
0,1,47.1,3.04,"E",0,1
0,1,26.1,6.94,"D",1,0
0,1,52.7,25.6,"A",1,0
1,0,38.4,8.33,"D",1,1
0,1,39,2.48,"D",1,0
0,1,48.2,1.22,"E",0,0
0,1,35.6,2.17,"D",1,1
0,1,52.6,34.63,"B",1,1
0,1,34.5,1.87,"E",0,0
0,1,66.1,1.33,"E",0,0
0,1,48.6,0.88,"E",0,0
1,1,33.2,4.3,"D",1,0
0,1,58.2,0.92,"D",0,1
0,1,60.1,0.87,"E",0,1
0,1,33.1,1.57,"E",0,1
0,1,46,1.07,"E",0,0
0,0,50.6,1.24,"C",0,0
0,1,35.9,1.63,"E",0,0
0,1,54.8,16.08,"A",1,1
0,1,57.3,26.37,"B",1,1
0,1,40.8,18.48,"A",1,0
1,1,24.8,4.73,"D",1,0
0,1,46,19.3,"C",1,1
0,1,21.7,2.02,"E",1,0
0,1,43.6,0.81,"D",0,0
1,1,29.9,3.76,"E",0,0
0,1,50.5,1.46,"E",0,1
0,1,21.3,1.46,"D",0,0
0,1,27.2,2.13,"E",0,1
0,1,23,0.92,"D",0,0
0,1,28.3,0.92,"E",0,0
0,1,28.5,1.08,"D",0,0
0,1,25.2,7.87,"B",1,0
0,1,26.1,1.15,"E",0,0
0,1,47.4,1.36,"D",1,0
0,1,45.3,0.82,"E",0,0
0,1,21,2.12,"D",0,1
0,1,47.8,29.29,"A",0,1
0,1,53.9,16.94,"A",1,0
0,1,32.5,0.83,"D",0,0
0,1,46.8,3.55,"D",0,1
0,1,49.2,1.02,"E",0,0
0,0,59.7,0.42,"E",0,0
0,1,40.1,1.39,"E",0,0
0,1,26.6,2.08,"D",1,1
0,1,57.5,28.8,"A",1,1
0,1,21.6,0.19,"E",0,0
0,1,30.8,1.46,"E",0,1
0,1,56.5,1.06,"D",0,0
0,1,24,3.71,"A",0,0
0,0,51.7,0.84,"E",0,0
0,1,21.1,0.94,"E",1,0
0,1,40.6,4.21,"D",1,0
0,0,23.2,1.11,"E",0,1
0,1,38.2,2.54,"D",0,0
0,1,29.4,1.77,"D",1,0
0,0,45,0.94,"E",0,0
0,1,64.9,26.28,"A",1,1
0,0,48.9,3.11,"D",1,0
0,1,28.6,1.77,"E",0,0
0,1,52.4,18.48,"D",0,1
0,1,32.7,2.96,"E",1,0
0,0,42.2,1.82,"B",1,0
0,1,23,1.55,"D",0,0
1,1,25.5,3.27,"D",1,0
0,1,40.5,2.25,"D",0,0
0,1,34.2,1.25,"E",1,0
0,1,20.7,1.13,"D",0,0
0,1,46.3,6.42,"D",0,1
1,1,46.7,5.08,"D",1,1
0,1,34.7,1.17,"E",0,0
0,1,62.8,0.79,"E",0,1
0,1,43.5,3.38,"B",0,1
0,1,45,0.96,"D",0,1
0,1,24.5,1.82,"C",1,0
0,1,61,35.67,"A",1,1
0,1,45.1,21.46,"A",1,1
0,1,56.8,3.29,"C",0,0
0,0,25.8,1.11,"E",0,0
0,1,54.2,1.04,"E",0,0
0,1,32.4,2.17,"D",0,0
0,1,44.6,3.24,"C",1,1
0,1,61.3,17.25,"E",0,1
0,1,42.7,18.52,"A",0,0
0,1,46.2,0.25,"E",0,1
0,1,26.2,1.6,"D",0,0
0,1,31.2,1.33,"E",0,0
0,1,23,1.07,"D",0,0
0,1,40.6,2.6,"D",1,0
0,1,48.5,1.75,"E",0,0
0,1,49.8,1.52,"D",1,0
0,0,40.5,1.44,"D",1,0
0,1,31.7,1.17,"D",0,0
0,1,29.5,0.92,"E",0,0
0,1,60.3,32.07,"A",1,1
0,1,37.6,3.67,"D",1,0
0,1,40.8,2.09,"C",0,1
0,1,50.6,1.04,"E",0,0
0,1,54.2,0.44,"B",1,1
0,1,33.6,2.09,"D",1,0
1,1,41.9,3.75,"D",0,0
0,1,49.7,1.6,"E",0,0
0,1,52.6,19.11,"D",1,1
0,1,37,12.7,"A",0,1
0,1,43,1.59,"D",0,0
0,1,55,0.76,"D",0,1
0,1,49.9,9.63,"D",0,0
0,1,50,19.33,"C",0,1
0,1,59,3.6,"C",1,0
0,1,45.3,1.26,"C",0,1
0,1,50,1.33,"E",0,0
0,1,22.3,1.69,"D",1,1
0,1,32.4,0.67,"E",0,0
0,1,59.6,2.06,"B",1,1
0,1,37.1,18.96,"A",1,1
0,1,61.8,2.75,"D",0,1
0,1,52.5,2.02,"D",1,1
0,1,27.4,1.48,"D",1,0
0,1,19.5,1.34,"D",0,1
0,1,28.3,1.66,"D",1,0
0,1,34,1.54,"E",0,0
0,1,32.8,2.28,"E",0,0
0,1,43.1,23.04,"A",1,1
0,1,54.2,6.07,"E",0,1
0,1,87.4,23.63,"A",1,0
0,1,26.4,0.46,"E",0,0
0,1,26.9,1.22,"A",1,1
0,1,53.8,1.19,"E",0,0
0,1,40.7,1.09,"D",0,1
0,1,47.6,18.63,"B",1,1
0,1,51.7,3.72,"D",0,0
0,1,71.4,4.46,"C",0,0
0,1,28.2,5.65,"D",1,0
0,1,48.2,1.22,"E",0,0
0,1,33.3,4.23,"D",0,0
0,1,23.9,1.71,"E",0,0
0,1,57.5,2.58,"D",0,1
0,1,37.7,1.77,"D",1,0
0,1,40.3,22.29,"A",0,1
0,1,27.6,1.09,"D",0,0
0,1,25.6,2.21,"C",1,0
0,1,40.5,2.07,"D",0,1
0,1,42.6,2.54,"B",1,1
0,1,27.6,2.6,"C",1,1
0,1,32.3,1.71,"E",0,1
0,1,45.5,0.73,"E",0,0
0,1,40.6,1.08,"E",0,0
0,1,70.8,43.36,"A",1,1
