MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod.Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
020,RL,90.0,5400.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954.0,2e3,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,415.0,Unf,0.0,418.0,833.0,GasA,Ex,Y,SBrkr,833.0,0.0,0.0,833.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,NoFirePlace,Detchd,1955.0,Unf,1.0,326.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,MnPrv,None,0.0,8.0,2006.0,WD ,Normal,117e3
030,RL,60.0,5400.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921.0,1968.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1073.0,1073.0,GasA,Ex,Y,SBrkr,1073.0,0.0,0.0,1073.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NoFirePlace,Detchd,1968.0,Unf,1.0,326.0,TA,TA,Y,0.0,0.0,112.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,12.0,2006.0,WD ,Abnorml,108480.0
030,RL,60.0,10914.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,3,3,1929.0,1950.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,715.0,715.0,GasA,Fa,N,FuseP,715.0,0.0,0.0,715.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NoFirePlace,Detchd,1967.0,Unf,2.0,660.0,Fa,TA,N,0.0,0.0,75.0,0.0,112.0,0.0,NoPool,NoFence,None,0.0,8.0,2006.0,WD ,Normal,68e3
050,RL,60.0,7008.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,8,1900.0,1998.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,448.0,GasA,Ex,Y,SBrkr,448.0,272.0,0.0,720.0,0.0,0.0,1.0,0.0,1.0,1.0,Fa,5.0,Typ,0.0,NoFirePlace,Attchd,1900.0,Unf,1.0,280.0,Fa,TA,Y,0.0,0.0,70.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,3.0,2006.0,WD ,Normal,86900.0
030,RL,60.0,10800.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920.0,1950.0,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821.0,Unf,0.0,299.0,1120.0,GasA,Ex,Y,SBrkr,1130.0,0.0,0.0,1130.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,1970.0,Unf,2.0,720.0,TA,TA,Y,229.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,6.0,2006.0,WD ,Normal,12e4
070,RL,60.0,7200.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1915.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Rec,338.0,Unf,0.0,325.0,663.0,GasA,Ex,Y,SBrkr,774.0,821.0,0.0,1595.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Detchd,1974.0,Unf,2.0,528.0,TA,TA,Y,49.0,0.0,231.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,4.0,2006.0,WD ,Normal,155500.0
050,RL,60.0,10818.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910.0,1950.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,1077.0,1077.0,GasA,TA,Y,FuseA,981.0,779.0,0.0,1760.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,1.0,TA,Detchd,1935.0,Unf,2.0,648.0,Fa,TA,Y,120.0,0.0,96.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,2.0,2006.0,COD,Abnorml,8e4
050,RL,60.0,10410.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1915.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,TA,Y,SBrkr,694.0,520.0,0.0,1214.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Detchd,1998.0,Unf,3.0,936.0,TA,TA,Y,216.0,0.0,160.0,0.0,0.0,0.0,NoPool,MnPrv,None,0.0,1.0,2006.0,WD ,Family,105e3
190,RL,60.0,10800.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900.0,1970.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,Fa,No,BLQ,664.0,Unf,0.0,290.0,954.0,GasA,TA,N,FuseA,1766.0,648.0,0.0,2414.0,0.0,0.0,2.0,0.0,3.0,2.0,TA,10.0,Mod,1.0,Gd,Attchd,1970.0,Unf,2.0,520.0,TA,Fa,N,142.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,5.0,2006.0,ConLD,Normal,16e4
050,RL,60.0,10800.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936.0,1989.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,626.0,Unf,0.0,170.0,796.0,GasA,Gd,Y,SBrkr,1096.0,370.0,0.0,1466.0,0.0,1.0,2.0,0.0,3.0,1.0,Gd,7.0,Min1,1.0,TA,Attchd,1950.0,Unf,2.0,566.0,TA,TA,Y,436.0,21.0,0.0,0.0,0.0,0.0,NoPool,NoFence,Shed,500.0,4.0,2006.0,WD ,Normal,17e4
020,RL,84.0,8658.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965.0,1965.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,TA,CBlock,TA,TA,No,Rec,643.0,Unf,0.0,445.0,1088.0,GasA,Ex,Y,SBrkr,1324.0,0.0,0.0,1324.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1965.0,RFn,2.0,440.0,TA,TA,Y,0.0,138.0,0.0,0.0,0.0,0.0,NoPool,GdWo,None,0.0,12.0,2006.0,WD ,Abnorml,16e4
080,RL,85.0,13400.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966.0,1966.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,516.0,BLQ,128.0,380.0,1024.0,GasA,TA,Y,SBrkr,1086.0,0.0,0.0,1086.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1966.0,RFn,2.0,484.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,GdWo,None,0.0,6.0,2006.0,WD ,Normal,159950.0
080,RL,83.0,10184.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1963.0,1963.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,379.0,TA,TA,CBlock,TA,TA,Av,ALQ,580.0,Unf,0.0,503.0,1083.0,GasA,TA,Y,SBrkr,1146.0,0.0,0.0,1146.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1963.0,Unf,1.0,294.0,TA,TA,Y,345.0,75.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,6.0,2006.0,WD ,Normal,165e3
050,RL,77.0,9786.0,Pave,NoAccess,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962.0,1981.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,600.0,Unf,0.0,312.0,912.0,GasA,TA,Y,SBrkr,1085.0,649.0,0.0,1734.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,1962.0,RFn,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,128.0,0.0,NoPool,GdPrv,None,0.0,6.0,2006.0,WD ,Normal,159e3
020,RL,77.0,9510.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1962.0,1985.0,Gable,CompShg,HdBoard,HdBoard,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,ALQ,701.0,Unf,0.0,434.0,1135.0,GasA,Ex,Y,SBrkr,1207.0,0.0,0.0,1207.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Attchd,1962.0,RFn,1.0,264.0,TA,TA,Y,0.0,240.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,5.0,2006.0,WD ,Normal,147e3
020,RL,66.0,7800.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964.0,1964.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,312.0,LwQ,600.0,0.0,912.0,GasA,TA,Y,SBrkr,912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NoFirePlace,Attchd,1964.0,Unf,1.0,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,11.0,2006.0,WD ,Abnorml,115e3
020,RL,79.0,8910.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959.0,1959.0,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655.0,Unf,0.0,0.0,655.0,GasA,Ex,Y,SBrkr,1194.0,0.0,0.0,1194.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Fa,BuiltIn,1954.0,Fin,2.0,539.0,TA,TA,Y,0.0,0.0,192.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,7.0,2006.0,WD ,Normal,159500.0
020,RL,60.0,7332.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959.0,1959.0,Gable,CompShg,WdShing,Wd Shng,BrkFace,207.0,TA,TA,CBlock,TA,TA,No,BLQ,414.0,Unf,0.0,450.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,NoFirePlace,Attchd,1959.0,Unf,1.0,288.0,TA,TA,Y,168.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,10.0,2006.0,WD ,Abnorml,12e4
020,RL,73.0,7100.0,Pave,NoAccess,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957.0,1957.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,708.0,Unf,0.0,108.0,816.0,GasA,TA,Y,FuseA,816.0,0.0,0.0,816.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NoFirePlace,Detchd,1957.0,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,7.0,2006.0,WD ,Normal,129900.0
020,RL,80.0,10800.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1961.0,1992.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,Rec,913.0,Unf,0.0,400.0,1313.0,GasA,TA,Y,SBrkr,1773.0,0.0,0.0,1773.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Min2,2.0,TA,Attchd,1961.0,RFn,2.0,418.0,TA,TA,Y,355.0,98.0,0.0,0.0,144.0,0.0,NoPool,NoFence,None,0.0,8.0,2006.0,WD ,Normal,183e3
020,RL,86.0,11650.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1959.0,1959.0,Hip,CompShg,Plywood,Plywood,BrkCmn,58.0,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0.0,0.0,GasA,Gd,Y,FuseA,1472.0,0.0,0.0,1472.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Gd,Attchd,1959.0,Unf,2.0,484.0,TA,TA,Y,0.0,68.0,0.0,0.0,227.0,0.0,NoPool,NoFence,None,0.0,6.0,2006.0,WD ,Normal,157500.0
060,RL,NA,18275.0,Pave,NoAccess,IR1,HLS,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,8,1962.0,1998.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,636.0,Unf,0.0,802.0,1438.0,GasA,TA,Y,SBrkr,1900.0,548.0,0.0,2448.0,1.0,0.0,3.0,0.0,3.0,1.0,TA,9.0,Typ,2.0,Gd,Attchd,1962.0,RFn,2.0,441.0,TA,TA,Y,520.0,102.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,9.0,2006.0,WD ,Normal,277500.0
020,RL,47.0,16321.0,Pave,NoAccess,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957.0,1997.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277.0,Unf,0.0,207.0,1484.0,GasA,TA,Y,SBrkr,1600.0,0.0,0.0,1600.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,2.0,Gd,Attchd,1957.0,RFn,1.0,319.0,TA,TA,Y,288.0,258.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,12.0,2006.0,WD ,Normal,207500.0
050,RL,60.0,12144.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,6,1950.0,1950.0,Gable,CompShg,BrkComm,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,455.0,Unf,0.0,455.0,910.0,GasA,Gd,Y,SBrkr,910.0,611.0,0.0,1521.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,6.0,Min2,0.0,NoFirePlace,Detchd,1950.0,Unf,1.0,597.0,Fa,TA,Y,199.0,0.0,168.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,9.0,2006.0,WD ,Normal,147500.0
050,RL,60.0,10800.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1949.0,1950.0,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,TA,N,FuseA,720.0,472.0,0.0,1192.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,NoGarage,NA,NoGarage,0.0,0.0,NoGarage,NoGarage,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,12.0,2006.0,WD ,Abnorml,135e3
020,RL,60.0,7200.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950.0,1950.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0.0,0.0,GasA,TA,Y,FuseF,1040.0,0.0,0.0,1040.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NoFirePlace,Detchd,1950.0,Unf,2.0,625.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,6.0,2006.0,WD ,Normal,109500.0
020,RL,60.0,7200.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950.0,1950.0,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0.0,0.0,GasA,TA,Y,FuseA,1040.0,0.0,0.0,1040.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NoFirePlace,Detchd,1950.0,Unf,2.0,420.0,TA,TA,Y,0.0,29.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,7.0,2006.0,WD ,Normal,109900.0
020,RL,70.0,7560.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959.0,1959.0,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,369.0,Unf,0.0,671.0,1040.0,GasA,TA,Y,FuseA,1040.0,0.0,0.0,1040.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Attchd,1959.0,RFn,1.0,286.0,TA,TA,Y,140.0,0.0,252.0,0.0,0.0,0.0,NoPool,GdWo,None,0.0,7.0,2006.0,WD ,Normal,133700.0
090,RL,60.0,8544.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950.0,1950.0,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0.0,0.0,Wall,Fa,N,FuseF,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,2.0,2.0,TA,6.0,Typ,0.0,NoFirePlace,Detchd,1950.0,Unf,2.0,400.0,TA,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,12.0,2006.0,WD ,Normal,81400.0
090,RL,NA,8544.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949.0,1950.0,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0.0,0.0,Wall,Fa,N,FuseA,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,2.0,2.0,TA,6.0,Typ,0.0,NoFirePlace,Detchd,1949.0,Unf,2.0,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,5.0,2006.0,WD ,Normal,87500.0
090,RL,60.0,8544.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950.0,1950.0,Gable,CompShg,Stucco,Stone,None,0.0,TA,TA,CBlock,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0.0,0.0,GasA,Gd,N,FuseF,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,2.0,2.0,TA,6.0,Typ,0.0,NoFirePlace,Detchd,1949.0,Unf,2.0,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,7.0,2006.0,WD ,Normal,93500.0
090,RL,75.0,8512.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1960.0,1960.0,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1556.0,1556.0,GasA,TA,Y,SBrkr,1556.0,0.0,0.0,1556.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,NoFirePlace,NoGarage,NA,NoGarage,0.0,0.0,NoGarage,NoGarage,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,9.0,2006.0,WD ,Normal,119e3
020,RL,70.0,7945.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959.0,1959.0,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,179.0,BLQ,506.0,465.0,1150.0,GasA,Ex,Y,FuseA,1150.0,0.0,0.0,1150.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Attchd,1959.0,RFn,1.0,300.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,5.0,2006.0,WD ,Normal,141e3
020,RL,70.0,7e3,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1961.0,1961.0,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,781.0,Unf,0.0,369.0,1150.0,GasA,TA,Y,SBrkr,1150.0,0.0,0.0,1150.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Attchd,1961.0,RFn,1.0,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,162.0,0.0,NoPool,NoFence,None,0.0,7.0,2006.0,WD ,Normal,146e3
060,RL,69.0,7590.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966.0,1966.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,TA,TA,CBlock,TA,TA,No,BLQ,512.0,Unf,0.0,148.0,660.0,GasA,TA,Y,SBrkr,660.0,688.0,0.0,1348.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,Fa,Attchd,1966.0,RFn,2.0,453.0,TA,TA,Y,188.0,108.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,7.0,2006.0,WD ,Normal,155e3
085,RL,69.0,10205.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962.0,1962.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784.0,Unf,0.0,141.0,925.0,GasA,TA,Y,SBrkr,999.0,0.0,0.0,999.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Attchd,1962.0,Unf,1.0,300.0,TA,TA,Y,150.0,72.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,5.0,2006.0,WD ,Normal,134500.0
020,RL,74.0,7400.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1Story,7,6,1962.0,1962.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,809.0,Unf,0.0,236.0,1045.0,GasA,Gd,Y,SBrkr,1045.0,0.0,0.0,1045.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Detchd,1962.0,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,3.0,2006.0,WD ,Normal,12e4
020,RL,70.0,7e3,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,6,1962.0,1962.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,468.0,Unf,0.0,396.0,864.0,GasA,Gd,Y,SBrkr,864.0,0.0,0.0,864.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NoFirePlace,Attchd,1962.0,Unf,1.0,336.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,GdWo,None,0.0,2.0,2006.0,WD ,Normal,105e3
190,RL,70.0,7e3,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962.0,1962.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,953.0,Unf,0.0,72.0,1025.0,GasA,TA,Y,SBrkr,1025.0,0.0,0.0,1025.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,NoGarage,NA,NoGarage,0.0,0.0,NoGarage,NoGarage,Y,96.0,80.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,3.0,2006.0,WD ,Normal,124e3
070,RM,62.0,9856.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1900.0,2005.0,Hip,CompShg,CemntBd,CmentBd,None,0.0,Gd,Gd,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,716.0,716.0,GasA,Ex,Y,FuseA,1007.0,1007.0,0.0,2014.0,0.0,0.0,2.0,0.0,5.0,1.0,TA,8.0,Typ,0.0,NoFirePlace,Detchd,1900.0,Unf,2.0,624.0,TA,TA,Y,0.0,72.0,167.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,6.0,2006.0,WD ,Normal,169e3
