"Churn","MonthlyCharges","SeniorCitizen","PaymentMethod","InternetService","tenure","Contract"
1,51.8,0,"Bank transfer","DSL",49,"One year"
1,46,1,"Electronic check","DSL",1,"Month-to-month"
1,79.4,1,"Electronic check","Fiber optic",15,"Month-to-month"
0,60.5,0,"Bank transfer","DSL",60,"Two year"
0,25.1,0,"Credit card","DSL",17,"Month-to-month"
1,71.8,1,"Bank transfer","Fiber optic",16,"Month-to-month"
0,20.05,0,"Bank transfer","No",35,"One year"
1,88.4,1,"Mailed check","Fiber optic",44,"One year"
0,30.25,0,"Credit card","DSL",12,"One year"
0,20.2,0,"Mailed check","No",1,"Month-to-month"
0,59.9,0,"Electronic check","DSL",28,"One year"
0,25.15,0,"Bank transfer","No",70,"Two year"
1,46,0,"Mailed check","DSL",5,"Month-to-month"
0,101.3,0,"Credit card","Fiber optic",18,"Month-to-month"
0,76.95,0,"Credit card","DSL",70,"Two year"
0,55.3,0,"Mailed check","DSL",9,"Month-to-month"
0,92.45,1,"Bank transfer","Fiber optic",67,"Two year"
0,48.45,0,"Bank transfer","DSL",1,"Month-to-month"
0,19.35,0,"Mailed check","No",18,"Two year"
1,51.75,0,"Credit card","DSL",4,"Month-to-month"
0,86.7,1,"Bank transfer","Fiber optic",71,"One year"
1,94.4,0,"Electronic check","Fiber optic",30,"Month-to-month"
0,55.7,0,"Mailed check","DSL",1,"Month-to-month"
0,84.25,0,"Credit card","Fiber optic",55,"One year"
0,64.65,0,"Electronic check","DSL",59,"Month-to-month"
1,70.15,0,"Mailed check","Fiber optic",1,"Month-to-month"
0,69.2,0,"Bank transfer","Fiber optic",7,"Month-to-month"
0,54.65,0,"Bank transfer","DSL",45,"Two year"
0,24.75,0,"Bank transfer","No",54,"One year"
0,23.95,0,"Mailed check","No",51,"One year"
0,105,1,"Credit card","Fiber optic",72,"One year"
0,59.85,0,"Bank transfer","DSL",44,"One year"
0,20.05,0,"Mailed check","No",2,"Month-to-month"
0,92.15,0,"Bank transfer","Fiber optic",66,"One year"
0,44.8,0,"Mailed check","DSL",68,"One year"
0,20.9,0,"Credit card","No",31,"Two year"
0,95.4,1,"Bank transfer","Fiber optic",21,"Month-to-month"
0,80.35,0,"Electronic check","Fiber optic",21,"Month-to-month"
0,85.1,0,"Bank transfer","DSL",55,"Two year"
1,34.7,0,"Credit card","DSL",9,"Month-to-month"
0,115.05,1,"Bank transfer","Fiber optic",71,"Two year"
1,81.1,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,19.95,0,"Mailed check","No",22,"One year"
1,20.55,0,"Mailed check","No",1,"Month-to-month"
1,106.6,0,"Electronic check","Fiber optic",61,"Two year"
0,86.15,0,"Bank transfer","DSL",67,"Two year"
0,78.85,1,"Electronic check","Fiber optic",14,"Month-to-month"
1,106.75,0,"Electronic check","Fiber optic",59,"Month-to-month"
0,86.55,1,"Bank transfer","Fiber optic",21,"Month-to-month"
0,42.4,0,"Mailed check","DSL",4,"Month-to-month"
1,89.45,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,24.25,0,"Bank transfer","No",70,"Two year"
1,97.9,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,20.5,1,"Bank transfer","No",21,"One year"
0,19.6,0,"Credit card","No",20,"Month-to-month"
0,20.25,0,"Bank transfer","No",22,"One year"
1,55.7,0,"Mailed check","DSL",1,"Month-to-month"
0,20.6,0,"Mailed check","No",63,"Two year"
0,19.8,0,"Bank transfer","No",70,"Two year"
1,79.8,0,"Electronic check","Fiber optic",13,"Month-to-month"
0,80.2,0,"Electronic check","Fiber optic",5,"Month-to-month"
0,116.4,0,"Credit card","Fiber optic",72,"Two year"
0,31.65,0,"Electronic check","DSL",13,"Month-to-month"
0,94.15,0,"Credit card","Fiber optic",61,"Month-to-month"
0,20.65,0,"Electronic check","No",1,"Month-to-month"
0,76.85,1,"Bank transfer","Fiber optic",56,"Month-to-month"
0,20.15,0,"Mailed check","No",4,"Month-to-month"
0,55.25,0,"Mailed check","DSL",35,"Two year"
1,39.05,0,"Electronic check","DSL",18,"Month-to-month"
0,82.15,0,"Bank transfer","DSL",72,"Two year"
0,103,1,"Bank transfer","Fiber optic",49,"One year"
0,95.1,0,"Credit card","Fiber optic",44,"Month-to-month"
1,83.9,1,"Mailed check","Fiber optic",3,"Month-to-month"
0,95.15,0,"Electronic check","Fiber optic",37,"Month-to-month"
0,79.8,0,"Electronic check","DSL",61,"One year"
0,74.8,0,"Credit card","DSL",70,"Two year"
1,69.85,1,"Electronic check","Fiber optic",1,"Month-to-month"
0,20.45,0,"Electronic check","No",41,"Month-to-month"
0,78.35,0,"Bank transfer","DSL",70,"One year"
1,53.55,0,"Mailed check","DSL",1,"Month-to-month"
0,19.1,0,"Electronic check","No",51,"One year"
0,20,0,"Mailed check","No",42,"Two year"
1,93.9,0,"Bank transfer","Fiber optic",70,"Two year"
0,19.95,0,"Bank transfer","No",48,"One year"
1,113.15,0,"Electronic check","Fiber optic",68,"Two year"
0,24,0,"Credit card","No",48,"Two year"
1,84.95,1,"Electronic check","Fiber optic",26,"Month-to-month"
1,80.5,0,"Bank transfer","Fiber optic",11,"Month-to-month"
1,19.3,0,"Mailed check","No",1,"Month-to-month"
0,19.15,0,"Mailed check","No",27,"One year"
0,91.3,1,"Bank transfer","Fiber optic",46,"One year"
1,49.65,0,"Mailed check","DSL",1,"Month-to-month"
1,54.35,0,"Credit card","DSL",46,"Two year"
0,19.15,0,"Mailed check","No",25,"Month-to-month"
1,88.45,0,"Electronic check","Fiber optic",4,"Month-to-month"
0,19.75,0,"Mailed check","No",13,"Two year"
0,75.5,0,"Credit card","DSL",31,"One year"
0,83.75,0,"Electronic check","Fiber optic",23,"Month-to-month"
0,19.4,0,"Mailed check","No",2,"Month-to-month"
0,26.5,0,"Bank transfer","No",65,"Two year"
1,90.5,1,"Bank transfer","Fiber optic",22,"Month-to-month"
0,19.15,0,"Credit card","No",55,"One year"
1,94.85,0,"Mailed check","Fiber optic",9,"Month-to-month"
1,69.95,0,"Bank transfer","Fiber optic",7,"Month-to-month"
0,40.9,0,"Mailed check","DSL",35,"One year"
0,80.25,0,"Mailed check","DSL",6,"Two year"
1,48.6,0,"Credit card","DSL",1,"Month-to-month"
0,70.8,0,"Electronic check","Fiber optic",17,"Month-to-month"
0,60.2,0,"Mailed check","DSL",10,"Month-to-month"
0,55.2,0,"Credit card","DSL",15,"One year"
1,55.8,1,"Electronic check","DSL",40,"Month-to-month"
0,54.15,0,"Bank transfer","DSL",13,"One year"
1,80.15,0,"Bank transfer","Fiber optic",29,"Month-to-month"
1,75.5,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,100.4,1,"Bank transfer","Fiber optic",58,"Month-to-month"
0,62.55,0,"Credit card","DSL",45,"One year"
0,70.45,0,"Bank transfer","DSL",72,"Two year"
0,85.5,0,"Bank transfer","Fiber optic",68,"One year"
1,20.2,0,"Bank transfer","No",1,"Month-to-month"
0,54.5,0,"Electronic check","DSL",38,"Month-to-month"
0,20.75,0,"Mailed check","No",2,"Month-to-month"
0,20.35,0,"Mailed check","No",11,"Month-to-month"
0,91,1,"Bank transfer","Fiber optic",20,"One year"
0,104.8,0,"Bank transfer","Fiber optic",72,"Two year"
1,74.75,0,"Credit card","Fiber optic",3,"Month-to-month"
1,104.05,0,"Mailed check","Fiber optic",23,"Month-to-month"
0,51.1,0,"Electronic check","DSL",40,"Month-to-month"
0,89.8,1,"Bank transfer","Fiber optic",62,"Month-to-month"
0,20.55,0,"Electronic check","No",22,"Month-to-month"
0,64.05,0,"Bank transfer","DSL",11,"Month-to-month"
0,74.85,1,"Electronic check","Fiber optic",7,"Month-to-month"
1,96.65,0,"Electronic check","Fiber optic",13,"Month-to-month"
1,20.05,1,"Mailed check","No",1,"Month-to-month"
1,103.45,0,"Electronic check","Fiber optic",39,"Month-to-month"
0,25,0,"Mailed check","DSL",3,"Month-to-month"
0,20.3,0,"Credit card","No",58,"Two year"
0,26.35,0,"Mailed check","No",6,"Month-to-month"
1,19.9,0,"Electronic check","No",1,"Month-to-month"
0,54.7,0,"Mailed check","DSL",22,"Month-to-month"
1,46.35,0,"Electronic check","DSL",14,"Month-to-month"
0,90.25,0,"Credit card","Fiber optic",64,"One year"
1,19.95,0,"Electronic check","No",1,"Month-to-month"
0,20.65,0,"Mailed check","No",6,"Month-to-month"
1,79.6,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,25.45,0,"Bank transfer","No",39,"One year"
0,19.5,0,"Mailed check","No",20,"One year"
1,75.9,0,"Electronic check","Fiber optic",1,"Month-to-month"
1,76.2,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,66.15,0,"Credit card","DSL",64,"One year"
1,19.25,0,"Mailed check","No",1,"Month-to-month"
0,69.1,0,"Credit card","DSL",46,"Month-to-month"
0,39.1,1,"Electronic check","DSL",28,"One year"
0,20.05,0,"Mailed check","No",33,"Month-to-month"
0,59.8,0,"Electronic check","DSL",39,"One year"
1,84.3,0,"Electronic check","Fiber optic",42,"Month-to-month"
0,48.6,0,"Electronic check","DSL",1,"Month-to-month"
1,79,0,"Electronic check","Fiber optic",7,"Month-to-month"
0,105.35,1,"Credit card","Fiber optic",70,"Two year"
0,25.1,0,"Bank transfer","No",65,"Two year"
0,49.75,0,"Electronic check","DSL",1,"Month-to-month"
0,94.75,0,"Electronic check","Fiber optic",18,"Month-to-month"
0,93,0,"Electronic check","Fiber optic",24,"Month-to-month"
0,71.9,0,"Bank transfer","DSL",63,"Two year"
0,77.55,0,"Mailed check","DSL",44,"One year"
0,19.85,0,"Electronic check","No",4,"Month-to-month"
1,70.25,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,95.25,0,"Electronic check","Fiber optic",37,"Month-to-month"
1,84.6,1,"Credit card","Fiber optic",10,"Month-to-month"
0,25.05,0,"Bank transfer","DSL",34,"Month-to-month"
0,53.15,0,"Credit card","DSL",35,"One year"
0,20.15,0,"Electronic check","No",4,"Month-to-month"
0,101.25,1,"Electronic check","Fiber optic",39,"Month-to-month"
0,100.55,1,"Bank transfer","Fiber optic",43,"One year"
1,24.1,0,"Mailed check","No",17,"Month-to-month"
0,25.3,0,"Bank transfer","No",61,"Two year"
0,71.8,0,"Electronic check","DSL",49,"One year"
0,19.7,0,"Mailed check","No",4,"One year"
0,49.85,0,"Electronic check","DSL",64,"Two year"
0,69.6,0,"Mailed check","Fiber optic",3,"Month-to-month"
0,19.75,0,"Electronic check","No",1,"Month-to-month"
0,80.8,0,"Electronic check","Fiber optic",40,"One year"
1,60,0,"Electronic check","DSL",1,"Month-to-month"
1,86.55,0,"Electronic check","Fiber optic",8,"Month-to-month"
1,20.85,1,"Mailed check","No",1,"Month-to-month"
0,64.2,1,"Bank transfer","DSL",34,"One year"
0,35,0,"Electronic check","DSL",1,"Month-to-month"
1,50.75,0,"Electronic check","DSL",39,"Month-to-month"
1,105.5,1,"Credit card","Fiber optic",58,"One year"
0,19.2,0,"Electronic check","No",45,"Two year"
1,85.15,1,"Bank transfer","Fiber optic",6,"Month-to-month"
0,90.65,0,"Credit card","Fiber optic",43,"One year"
0,20,0,"Mailed check","No",41,"Two year"
0,74.65,0,"Electronic check","Fiber optic",5,"Month-to-month"
0,61.2,0,"Credit card","DSL",72,"Two year"
0,19.95,0,"Mailed check","No",4,"One year"
0,54.8,0,"Mailed check","DSL",9,"Month-to-month"
0,73.45,1,"Credit card","DSL",72,"Two year"
0,51.45,0,"Mailed check","DSL",33,"One year"
0,80.45,0,"Bank transfer","Fiber optic",72,"Two year"
1,54.2,0,"Electronic check","DSL",22,"Month-to-month"
1,109.5,0,"Electronic check","Fiber optic",70,"One year"
1,104.4,0,"Electronic check","Fiber optic",21,"Month-to-month"
0,85.3,0,"Electronic check","Fiber optic",15,"Month-to-month"
0,79.3,1,"Electronic check","Fiber optic",29,"Month-to-month"
0,76.5,0,"Bank transfer","DSL",15,"Month-to-month"
1,105.1,1,"Credit card","Fiber optic",71,"Month-to-month"
0,25.4,1,"Bank transfer","No",72,"Two year"
0,86.85,0,"Electronic check","Fiber optic",19,"Month-to-month"
0,19.65,0,"Mailed check","No",1,"Month-to-month"
1,75.7,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,45.55,0,"Electronic check","DSL",2,"Month-to-month"
0,78.1,1,"Credit card","Fiber optic",11,"Month-to-month"
0,19.3,0,"Mailed check","No",12,"One year"
0,110.5,0,"Electronic check","Fiber optic",70,"Two year"
1,90.8,1,"Electronic check","Fiber optic",20,"Month-to-month"
0,20.3,0,"Bank transfer","No",23,"Month-to-month"
0,81.35,1,"Credit card","DSL",49,"Two year"
1,97.95,0,"Electronic check","Fiber optic",4,"Month-to-month"
1,108.15,0,"Credit card","Fiber optic",32,"Month-to-month"
0,55.3,0,"Electronic check","DSL",2,"Month-to-month"
0,56.55,1,"Credit card","DSL",69,"Two year"
1,80.5,0,"Credit card","Fiber optic",6,"Month-to-month"
0,19.7,0,"Mailed check","No",24,"Two year"
0,104.05,0,"Credit card","Fiber optic",32,"One year"
0,52.85,0,"Bank transfer","DSL",27,"Two year"
1,104.3,1,"Bank transfer","Fiber optic",27,"Month-to-month"
0,80.65,0,"Bank transfer","Fiber optic",58,"Month-to-month"
1,71.35,0,"Mailed check","Fiber optic",1,"Month-to-month"
0,24.65,0,"Credit card","No",18,"Two year"
0,21.3,0,"Bank transfer","No",47,"Two year"
0,110.2,0,"Electronic check","Fiber optic",70,"Two year"
1,89.4,0,"Electronic check","Fiber optic",13,"Month-to-month"
0,51.05,0,"Credit card","DSL",36,"Month-to-month"
0,19.8,0,"Mailed check","No",67,"Two year"
0,19.9,0,"Mailed check","No",10,"Month-to-month"
0,87.3,1,"Electronic check","Fiber optic",19,"Month-to-month"
0,19.85,0,"Bank transfer","No",71,"Two year"
0,89.4,0,"Mailed check","DSL",72,"Two year"
0,20,0,"Mailed check","No",48,"Two year"
0,20.05,0,"Mailed check","No",1,"Month-to-month"
0,83.25,0,"Electronic check","DSL",18,"Month-to-month"
1,20.6,0,"Mailed check","No",1,"Month-to-month"
0,102.9,1,"Bank transfer","Fiber optic",67,"Two year"
0,39.1,0,"Mailed check","DSL",69,"Two year"
1,99.95,0,"Electronic check","Fiber optic",19,"Month-to-month"
0,114.5,1,"Mailed check","Fiber optic",72,"Two year"
0,20.2,1,"Mailed check","No",38,"Two year"
0,55.8,1,"Electronic check","DSL",40,"One year"
0,24.2,0,"Mailed check","No",61,"Two year"
1,81,0,"Credit card","Fiber optic",10,"Month-to-month"
0,72.8,0,"Credit card","DSL",32,"One year"
0,99.85,0,"Credit card","Fiber optic",21,"Month-to-month"
0,99.5,1,"Electronic check","Fiber optic",59,"One year"
1,70.15,1,"Electronic check","Fiber optic",13,"Month-to-month"
0,20.25,0,"Credit card","No",47,"Two year"
0,26,0,"Bank transfer","No",69,"Two year"
0,19.9,0,"Credit card","No",2,"Month-to-month"
0,19.05,0,"Bank transfer","No",22,"Month-to-month"
0,96.5,1,"Electronic check","Fiber optic",15,"Month-to-month"
0,19.85,0,"Credit card","No",53,"Two year"
0,25.7,1,"Mailed check","No",28,"Month-to-month"
0,20.3,0,"Mailed check","No",22,"One year"
1,70.15,0,"Mailed check","Fiber optic",1,"Month-to-month"
0,91.55,1,"Electronic check","Fiber optic",16,"Month-to-month"
0,39.4,0,"Mailed check","DSL",48,"Two year"
0,105.7,1,"Bank transfer","Fiber optic",30,"Month-to-month"
0,70.25,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,93.75,1,"Electronic check","Fiber optic",57,"Two year"
1,96.55,1,"Credit card","Fiber optic",68,"One year"
0,60,0,"Bank transfer","DSL",23,"One year"
0,59.8,0,"Credit card","DSL",65,"Two year"
0,90.65,0,"Bank transfer","Fiber optic",44,"One year"
0,109,0,"Bank transfer","Fiber optic",71,"Two year"
0,68.1,0,"Credit card","DSL",37,"One year"
0,20.4,0,"Mailed check","No",12,"Month-to-month"
0,81.95,0,"Bank transfer","DSL",69,"Two year"
0,60.55,0,"Electronic check","DSL",35,"Month-to-month"
0,65.6,0,"Bank transfer","DSL",5,"Month-to-month"
0,82.5,0,"Bank transfer","Fiber optic",58,"Two year"
0,82.3,0,"Bank transfer","DSL",72,"Two year"
0,68.15,0,"Mailed check","DSL",72,"Two year"
0,20.3,0,"Credit card","No",1,"Month-to-month"
1,95.55,0,"Electronic check","Fiber optic",39,"One year"
0,20.2,0,"Credit card","No",53,"One year"
0,89.2,0,"Electronic check","Fiber optic",27,"Month-to-month"
1,69.65,1,"Electronic check","Fiber optic",1,"Month-to-month"
1,89.3,1,"Electronic check","Fiber optic",1,"Month-to-month"
0,74.8,0,"Electronic check","Fiber optic",18,"Month-to-month"
0,20.2,0,"Mailed check","No",46,"Two year"
0,84.4,0,"Credit card","DSL",72,"Two year"
1,87.55,0,"Electronic check","Fiber optic",36,"Month-to-month"
0,25.15,0,"Electronic check","DSL",4,"Month-to-month"
0,19.8,0,"Credit card","No",25,"Two year"
0,50.85,0,"Electronic check","DSL",40,"Month-to-month"
0,102.4,0,"Electronic check","Fiber optic",63,"Month-to-month"
1,96.3,1,"Mailed check","Fiber optic",15,"Month-to-month"
0,55.5,0,"Credit card","DSL",14,"Month-to-month"
0,109.75,1,"Bank transfer","Fiber optic",72,"Two year"
0,106.4,0,"Electronic check","Fiber optic",39,"Month-to-month"
0,60,0,"Credit card","DSL",47,"Two year"
0,88.8,0,"Credit card","Fiber optic",19,"Month-to-month"
1,85.2,0,"Electronic check","Fiber optic",5,"Month-to-month"
1,35.1,0,"Electronic check","DSL",13,"Month-to-month"
0,80.05,0,"Bank transfer","Fiber optic",17,"Month-to-month"
0,75.55,1,"Electronic check","Fiber optic",34,"Month-to-month"
0,49.55,0,"Electronic check","DSL",42,"Month-to-month"
1,81.3,0,"Electronic check","Fiber optic",5,"Month-to-month"
0,23.9,0,"Credit card","No",71,"Two year"
0,66.4,1,"Bank transfer","DSL",19,"Month-to-month"
1,19.6,0,"Electronic check","No",2,"Month-to-month"
0,18.8,0,"Credit card","No",57,"Two year"
0,108.4,0,"Electronic check","Fiber optic",72,"Two year"
0,85.95,0,"Mailed check","Fiber optic",6,"Month-to-month"
1,85.45,0,"Electronic check","Fiber optic",17,"Month-to-month"
0,80.9,0,"Bank transfer","DSL",61,"Two year"
1,71,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,111.8,0,"Credit card","Fiber optic",48,"Two year"
0,20.6,0,"Credit card","No",16,"Month-to-month"
1,85.05,1,"Electronic check","Fiber optic",9,"Month-to-month"
0,44.6,0,"Electronic check","DSL",3,"Month-to-month"
1,44.4,0,"Electronic check","DSL",1,"Month-to-month"
0,105.1,0,"Credit card","Fiber optic",65,"Two year"
0,115.15,0,"Credit card","Fiber optic",70,"Two year"
0,59.8,0,"Mailed check","DSL",60,"One year"
0,26.3,0,"Electronic check","No",69,"One year"
0,70.55,1,"Electronic check","Fiber optic",35,"Month-to-month"
0,20.05,0,"Mailed check","No",22,"Month-to-month"
0,79.85,0,"Bank transfer","DSL",66,"Two year"
1,70.3,1,"Electronic check","Fiber optic",1,"Month-to-month"
1,79.35,0,"Bank transfer","Fiber optic",1,"Month-to-month"
0,90.05,0,"Credit card","Fiber optic",34,"Month-to-month"
0,24.45,0,"Bank transfer","No",72,"Two year"
0,59.95,0,"Electronic check","DSL",31,"One year"
0,25.35,0,"Bank transfer","No",30,"One year"
1,90.8,0,"Bank transfer","Fiber optic",9,"Month-to-month"
1,70.45,0,"Electronic check","Fiber optic",20,"Month-to-month"
0,34.3,1,"Credit card","DSL",19,"Month-to-month"
0,105.05,0,"Electronic check","Fiber optic",65,"Month-to-month"
0,19.3,0,"Mailed check","No",30,"Two year"
0,19.15,0,"Mailed check","No",6,"One year"
0,51.4,0,"Electronic check","DSL",2,"Month-to-month"
0,71.85,0,"Electronic check","DSL",53,"Month-to-month"
0,75.4,1,"Electronic check","Fiber optic",7,"Month-to-month"
0,49.7,0,"Bank transfer","DSL",61,"One year"
1,45.25,1,"Electronic check","DSL",70,"One year"
0,78.75,0,"Electronic check","DSL",13,"Month-to-month"
0,81.6,1,"Bank transfer","Fiber optic",35,"One year"
0,70.4,0,"Credit card","Fiber optic",2,"Month-to-month"
1,75.8,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,76.1,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,94,0,"Bank transfer","Fiber optic",62,"One year"
0,103.95,0,"Credit card","Fiber optic",72,"Two year"
0,19.95,0,"Bank transfer","No",63,"Two year"
1,71.3,1,"Credit card","Fiber optic",20,"Month-to-month"
0,110.8,1,"Bank transfer","Fiber optic",35,"One year"
1,69.1,1,"Electronic check","Fiber optic",21,"Month-to-month"
0,96.1,0,"Electronic check","Fiber optic",62,"One year"
0,48.8,0,"Mailed check","DSL",15,"Month-to-month"
0,50.55,0,"Credit card","DSL",55,"Month-to-month"
0,44.65,0,"Mailed check","DSL",11,"Month-to-month"
1,88.25,0,"Electronic check","Fiber optic",17,"Month-to-month"
0,19.45,0,"Bank transfer","No",61,"One year"
0,89.3,0,"Credit card","DSL",71,"Two year"
1,70,0,"Bank transfer","Fiber optic",2,"Month-to-month"
0,19.25,0,"Mailed check","No",35,"Two year"
0,70.5,0,"Bank transfer","Fiber optic",17,"Month-to-month"
1,97.35,0,"Electronic check","Fiber optic",21,"Month-to-month"
0,19.65,0,"Bank transfer","No",47,"Two year"
0,20.85,0,"Mailed check","No",3,"Month-to-month"
0,19.65,0,"Mailed check","No",3,"Month-to-month"
0,19.35,1,"Credit card","No",44,"Two year"
0,44,0,"Mailed check","DSL",1,"Month-to-month"
0,94.4,0,"Electronic check","Fiber optic",44,"One year"
1,25.9,0,"Bank transfer","No",5,"Month-to-month"
1,55.65,0,"Bank transfer","DSL",24,"Month-to-month"
1,69.65,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,75.4,0,"Electronic check","Fiber optic",18,"Month-to-month"
1,100.6,0,"Electronic check","Fiber optic",10,"Month-to-month"
0,71,0,"Bank transfer","DSL",65,"Two year"
1,86,1,"Electronic check","Fiber optic",1,"Month-to-month"
1,106.95,0,"Credit card","Fiber optic",53,"One year"
0,21.2,0,"Mailed check","No",3,"One year"
0,61.05,0,"Mailed check","DSL",33,"Two year"
1,29.6,0,"Electronic check","DSL",3,"Month-to-month"
0,79.95,0,"Bank transfer","DSL",34,"One year"
0,19.7,0,"Mailed check","No",14,"Two year"
0,20.3,0,"Mailed check","No",13,"Month-to-month"
1,59.9,1,"Bank transfer","DSL",46,"One year"
0,24.35,0,"Mailed check","No",23,"One year"
0,19.75,0,"Mailed check","No",47,"Two year"
0,50.3,0,"Mailed check","DSL",17,"Month-to-month"
1,95.6,0,"Electronic check","Fiber optic",49,"Month-to-month"
0,50.25,1,"Electronic check","DSL",59,"Month-to-month"
0,85.35,0,"Credit card","DSL",69,"Two year"
1,41.6,0,"Electronic check","DSL",11,"One year"
0,51.65,0,"Mailed check","DSL",10,"Month-to-month"
0,24,0,"Bank transfer","No",12,"Two year"
1,100.85,0,"Credit card","Fiber optic",45,"Month-to-month"
0,59.85,0,"Mailed check","DSL",39,"Month-to-month"
0,25.45,1,"Credit card","No",71,"Two year"
0,23.9,0,"Credit card","No",71,"Two year"
0,24.15,0,"Credit card","No",33,"One year"
0,75.7,1,"Mailed check","Fiber optic",67,"Month-to-month"
1,40.2,0,"Bank transfer","DSL",37,"Month-to-month"
1,84.5,0,"Electronic check","Fiber optic",49,"Month-to-month"
0,50.85,0,"Mailed check","DSL",9,"Month-to-month"
0,91.6,0,"Credit card","Fiber optic",52,"Two year"
0,98.9,0,"Electronic check","Fiber optic",70,"One year"
0,85,0,"Electronic check","Fiber optic",1,"Month-to-month"
1,78.95,1,"Electronic check","Fiber optic",14,"Month-to-month"
0,44.3,0,"Mailed check","DSL",1,"Month-to-month"
1,20.2,0,"Mailed check","No",1,"Month-to-month"
0,80.2,0,"Mailed check","Fiber optic",52,"One year"
0,60.9,0,"Mailed check","DSL",6,"Month-to-month"
0,34.2,0,"Mailed check","DSL",7,"Month-to-month"
1,85.2,1,"Bank transfer","Fiber optic",47,"Month-to-month"
0,87.15,0,"Credit card","Fiber optic",26,"One year"
0,54.3,0,"Electronic check","DSL",25,"Month-to-month"
0,19.1,0,"Mailed check","No",69,"Two year"
0,112.75,0,"Credit card","Fiber optic",72,"Two year"
0,19.95,0,"Mailed check","No",4,"Month-to-month"
0,19.5,0,"Mailed check","No",59,"Two year"
0,65.55,0,"Bank transfer","DSL",67,"Two year"
0,78.8,1,"Electronic check","Fiber optic",26,"Month-to-month"
0,78.2,0,"Mailed check","DSL",27,"One year"
0,105.25,0,"Bank transfer","Fiber optic",72,"Two year"
0,89.25,0,"Electronic check","Fiber optic",6,"Month-to-month"
0,20.65,0,"Credit card","No",62,"Two year"
0,68.7,0,"Electronic check","DSL",20,"One year"
0,78.65,0,"Credit card","DSL",6,"Month-to-month"
0,24.75,0,"Mailed check","No",51,"Two year"
0,19.75,0,"Credit card","No",61,"Two year"
0,89.1,1,"Electronic check","Fiber optic",62,"Month-to-month"
0,84.7,0,"Bank transfer","Fiber optic",72,"Two year"
1,98,1,"Electronic check","Fiber optic",13,"Month-to-month"
1,94.45,0,"Electronic check","Fiber optic",5,"Month-to-month"
1,105,1,"Electronic check","Fiber optic",3,"Month-to-month"
1,93.85,1,"Electronic check","Fiber optic",26,"Month-to-month"
0,59.9,1,"Electronic check","DSL",13,"Month-to-month"
0,19.95,0,"Mailed check","No",38,"Two year"
1,84,1,"Electronic check","Fiber optic",8,"Month-to-month"
0,108.9,1,"Electronic check","Fiber optic",34,"Month-to-month"
0,33.6,0,"Mailed check","DSL",18,"Month-to-month"
0,85.85,0,"Mailed check","Fiber optic",56,"One year"
0,34.85,0,"Bank transfer","DSL",36,"Month-to-month"
1,48.75,0,"Electronic check","DSL",9,"Month-to-month"
1,84.85,0,"Electronic check","Fiber optic",1,"Month-to-month"
1,56.65,0,"Mailed check","DSL",12,"Month-to-month"
0,95.3,1,"Credit card","Fiber optic",57,"Month-to-month"
1,73.9,0,"Credit card","DSL",42,"One year"
1,24.5,0,"Mailed check","No",33,"Two year"
0,84.6,0,"Bank transfer","Fiber optic",70,"Two year"
0,44.95,0,"Electronic check","DSL",68,"Month-to-month"
0,24.7,0,"Electronic check","DSL",1,"Month-to-month"
0,100.3,0,"Credit card","Fiber optic",37,"Month-to-month"
0,25.45,0,"Mailed check","No",4,"Month-to-month"
0,50.7,0,"Mailed check","DSL",1,"Month-to-month"
0,55,0,"Credit card","DSL",20,"Month-to-month"
0,68.4,0,"Bank transfer","DSL",72,"Two year"
1,89.9,0,"Electronic check","Fiber optic",31,"Month-to-month"
1,78.55,1,"Electronic check","Fiber optic",18,"Month-to-month"
0,55.05,0,"Bank transfer","DSL",11,"Month-to-month"
0,19.8,0,"Credit card","No",33,"Two year"
0,84.45,1,"Electronic check","Fiber optic",62,"One year"
0,35.9,0,"Mailed check","DSL",1,"Month-to-month"
0,80.75,0,"Bank transfer","Fiber optic",16,"Month-to-month"
0,78.65,0,"Mailed check","DSL",22,"One year"
0,61.75,0,"Bank transfer","DSL",49,"Month-to-month"
0,63.7,0,"Credit card","DSL",36,"One year"
1,99.45,0,"Electronic check","Fiber optic",42,"Month-to-month"
1,25.2,1,"Bank transfer","DSL",4,"Month-to-month"
1,74.05,0,"Mailed check","DSL",12,"One year"
0,87.6,0,"Electronic check","Fiber optic",31,"Month-to-month"
0,89.15,0,"Electronic check","Fiber optic",5,"Month-to-month"
0,20,0,"Credit card","No",66,"Two year"
1,55,1,"Credit card","DSL",15,"Month-to-month"
0,104.4,0,"Bank transfer","Fiber optic",64,"Two year"
0,20.05,0,"Credit card","No",10,"Month-to-month"
